lat,lon
-51.974720,87.984165
-52.287265,88.387236
-52.619553,88.221535
-53.777575,85.980714
-51.938293,82.218312
-51.887194,82.343326
-51.631012,81.912477
-51.368998,81.503690
-52.277770,88.384880
-52.623001,88.207475
-52.667115,89.299043
-53.997294,89.025673
-53.523896,87.464509
-53.781861,85.983702
-54.344215,85.801471
-54.807324,85.929835
-55.040966,86.770516
-54.876426,86.351496
-54.806258,85.941943
-54.973090,85.281913
-54.657429,84.726370
-54.867415,89.080395
-55.001305,88.945274
-55.887068,86.420611
-55.928112,86.202196
-56.848539,89.504463
-56.504675,91.731499
-54.962689,90.256972
-55.138257,90.209682
-57.014241,87.993471
-56.741180,87.729334
-57.792448,88.425569
-56.356007,86.454006
-58.458825,94.437437
-58.332537,93.862867
-59.299576,92.071070
-59.608649,94.036201
-59.559423,93.362619
-59.785541,93.067276
-60.032222,95.944294
-58.794297,97.359291
-57.790084,94.643494
-60.026243,94.990638
-58.573593,99.304194
-58.502113,100.261113
-58.609277,100.704987
-58.308415,100.568289
-58.173203,101.370415
-59.017241,102.208919
-57.537320,101.248509
-57.553566,102.102832
-56.170597,100.378144
-57.782316,103.178878
-57.244697,105.135298
-57.185964,105.354845
-57.491763,106.476130
-57.815932,106.044551
-58.002297,104.970218
-58.366302,106.931131
-58.449615,106.800328
-58.119141,108.693810
-57.679386,107.893582
-58.830739,106.091251
-58.999527,105.999992
-59.181551,105.917828
-59.980096,100.632053
-60.031945,101.024280
-60.053434,101.943548
-59.710591,97.862813
-57.332255,91.868292
-57.061666,98.846314
-58.447742,95.840840
-58.634015,90.921544
-60.313535,104.396121
-60.604435,104.183174
-56.642044,105.761752
-56.219795,105.915587
-55.923527,108.201023
-56.085090,108.583190
-56.131307,107.652472
-56.094952,109.443117
-56.095944,109.972031
-55.441605,109.824493
-55.366419,109.957149
-58.454618,103.723221
-57.200847,104.002523
-55.101236,105.111288
-54.762077,102.832202
-54.460696,102.976393
-54.154976,109.087897
-53.811364,109.716996
-53.947748,109.955655
-53.965171,110.466730
-53.989377,110.943795
-53.373023,110.979957
-53.173958,110.258039
-52.986500,109.358260
-53.058755,108.758707
-53.252883,106.845596
-52.501868,107.274381
-52.433700,107.579348
-52.550392,108.549648
-52.094537,110.064589
-52.672031,110.681967
-54.620361,106.331773
-51.811630,109.710136
-52.170512,107.911948
-52.401044,110.101652
-51.427281,110.318246
-50.676748,110.559407
-50.782552,108.437990
-51.947204,113.904609
-52.616117,113.989502
-52.797139,113.618225
-53.555816,112.938945
-54.165427,113.224005
-54.616761,106.323521
-54.991512,105.794203
-49.159307,106.910608
-47.156929,111.476171
-47.351334,112.356631
-47.776043,114.486787
-46.415810,114.599156
-45.950245,110.707406
-45.307301,112.213414
-44.867137,114.677773
-44.928897,115.669391
-45.019156,115.887024
-44.290440,115.436680
-43.702096,114.237720
-43.806494,114.357893
-43.492277,115.250536
-42.430431,114.489783
-43.126214,114.149599
-41.887098,113.180161
-47.496742,113.412291
-47.700707,113.292159
-48.038462,113.048565
-46.848761,112.401753
-47.536677,115.192167
-41.598970,114.068358
-40.867226,114.685998
-41.365952,114.876006
-40.643183,111.343519
-40.069177,115.679423
-39.233512,115.668524
-39.928620,118.371868
-40.077415,119.969270
-39.573019,119.964503
-41.250832,119.867631
-43.758065,118.663025
-46.157417,117.164013
-46.422385,116.203903
-46.596506,116.231146
-46.805144,116.547178
-48.702951,117.237249
-48.774436,117.454748
-48.565178,117.227128
-48.462895,117.691412
-46.027839,116.225679
-49.023582,117.494344
-48.903798,117.335102
-48.814733,117.100380
-48.805878,116.941898
-51.045824,118.160253
-46.840986,108.574395
-47.063737,108.619040
-47.528551,108.252768
-48.179743,107.602983
-48.341464,107.476860
-48.312182,106.971399
-47.926756,107.251665
-47.600371,112.831399
-46.316392,109.211997
-46.852505,108.555927
-47.069156,108.616273
-47.526093,108.247679
-48.178091,107.601814
-48.340560,107.479863
-48.314108,106.977925
-47.923947,107.238536
-50.942412,109.187629
-47.273835,106.195318
-46.417911,106.000200
-46.272060,105.320202
-46.077810,104.859682
-46.682834,103.883765
-46.971475,104.360725
-47.917530,103.059967
-45.254230,105.883776
-44.609566,108.046170
-44.570446,106.301361
-43.479485,107.855807
-43.105134,107.466542
-43.101265,106.985252
-43.229198,106.969132
-41.699312,108.184624
-40.816649,108.302178
-40.879322,108.101275
-40.623165,107.808817
-40.424508,108.604033
-40.711748,108.958428
-40.598111,109.559390
-40.513856,109.305482
-40.371262,109.336390
-40.014853,109.708870
-39.352271,110.238112
-39.088682,110.167463
-38.864559,109.988965
-40.093699,109.070857
-42.324887,109.764593
-42.479727,107.744671
-45.588487,103.081711
-45.796513,103.799269
-46.009493,104.115974
-45.549249,101.843330
-44.742985,102.711955
-44.619985,102.774668
-44.734393,103.571750
-44.379567,104.033856
-44.138126,103.633209
-44.001682,103.663901
-43.808939,103.790475
-43.412692,103.245710
-43.338560,104.111879
-43.283278,104.521872
-43.096366,104.358664
-43.214265,104.313640
-43.168985,105.742615
-43.828224,105.623445
-42.078203,104.853937
-41.872004,106.866271
-41.538999,105.825538
-41.262236,106.013823
-41.151628,106.022391
-41.167665,106.848283
-40.861321,106.556702
-40.791418,105.977399
-40.835934,105.707574
-41.095549,105.536579
-41.186023,104.320485
-40.903233,104.361885
-40.801404,104.387816
-40.359586,105.154295
-41.557676,105.189231
-40.576368,106.983532
-40.449339,106.998511
-39.632049,105.642079
-38.907540,105.965772
-38.879681,105.643351
-39.478498,107.895829
-39.771165,108.369366
-38.784190,107.764420
-38.135566,107.256067
-41.311630,103.223999
-44.704835,100.040418
-45.180352,101.154846
-45.426164,101.381963
-44.713344,100.054525
-44.464001,99.038619
-45.769264,98.227749
-45.927142,98.240994
-45.865074,97.167365
-46.922721,97.696401
-46.733305,96.587151
-47.460133,99.415404
-46.462402,100.469804
-48.536529,94.465168
-49.450561,94.793151
-49.305002,93.506304
-49.930993,93.963889
-46.813676,95.359447
-47.954029,94.057776
-48.216640,93.790178
-48.335569,93.670314
-48.449914,93.617193
-49.921771,93.962653
-51.417569,93.666294
-51.245597,92.195616
-50.934235,91.299247
-50.969193,91.451734
-48.759488,91.380241
-50.484006,90.795979
-48.388324,91.005658
-48.255283,90.433949
-48.201624,90.549426
-48.000370,91.085559
-48.070807,90.873024
-47.551955,91.775936
-46.481445,93.021984
-46.401964,93.085117
-46.241371,93.344754
-47.218162,90.211412
-45.761538,90.384168
-45.698285,90.447237
-45.698285,90.447237
-43.441422,91.155707
-43.470512,90.836626
-43.828941,96.631172
-43.399932,97.572301
-43.512520,94.555223
-42.066992,95.545025
-42.163419,97.083468
-43.380177,93.015951
-42.922237,93.260588
-42.477615,93.459841
-42.558916,93.294988
-42.444708,92.100002
-42.273820,92.117615
-41.935244,91.915626
-42.303881,91.747178
-41.811001,91.941094
-41.805823,91.259280
-41.503912,91.603237
-41.385522,91.511493
-41.413931,92.664032
-41.379711,93.557951
-41.424559,94.001703
-41.006505,91.158767
-40.502815,95.615694
-47.320497,91.433290
-47.369848,92.151922
-44.832329,91.077923
-45.201079,94.927528
-39.773947,90.894394
-39.778976,91.212860
-39.592324,90.806886
-40.115876,94.336599
-39.655935,94.923884
-39.505041,95.169984
-38.789471,94.992716
-38.653365,92.274771
-38.911516,93.143400
-39.660027,97.276844
-38.817158,98.723920
-38.032203,96.512814
-38.242342,96.521768
-38.407062,96.391829
-38.407062,96.391829
-37.394055,96.066010
-37.783834,95.201501
-37.472525,95.934903
-37.621866,96.794189
-36.913432,96.298340
-38.101249,99.677375
-38.334835,100.064661
-37.114834,100.286979
-36.235379,99.202748
-36.075907,99.070664
-35.529708,98.732463
-35.279320,100.118755
-35.136385,97.090371
-34.924530,96.938839
-34.777427,96.960492
-34.637376,96.887542
-33.632773,98.525523
-33.256862,96.869666
-36.147494,90.293529
-35.785739,90.927439
-35.681155,91.808042
-35.256722,92.394005
-34.832071,90.522001
-34.865810,90.675104
-35.669143,94.465919
-35.859943,94.422800
-35.315349,94.154299
-34.234081,91.812312
-33.764252,91.476807
-33.619011,92.325295
-32.605498,91.894998
-32.281569,92.085867
-32.603456,92.454148
-31.446803,91.357313
-31.447438,91.544442
-34.599835,99.988726
-35.421173,101.736914
-35.627466,101.790658
-41.840228,100.060710
-39.751987,101.020676
-39.378429,101.268986
-39.042689,101.572175
-38.876538,101.643108
-37.931740,102.565619
-37.401540,104.383417
-37.270688,104.747044
-39.890821,106.640809
-39.821420,106.742060
-39.236718,108.668998
-41.635404,104.351020
-37.794159,109.536513
-37.977399,110.114571
-37.677319,110.181181
-37.571149,111.078879
-37.759149,112.069142
-37.920875,112.252934
-37.884767,112.857318
-37.411036,113.590123
-38.655807,111.622169
-38.529785,111.719937
-38.761540,111.849099
-38.756804,112.007389
-38.170643,113.449462
-38.429482,113.477709
-38.325927,113.402429
-39.214097,113.375914
-40.041672,112.834077
-39.547572,117.441639
-39.315907,118.581509
-38.996604,118.389220
-38.725563,118.267295
-37.489646,117.716547
-37.648644,117.892417
-53.413861,117.527163
-52.324349,104.302468
-53.416175,102.842181
-54.217053,102.370633
-52.382576,101.528253
-52.345713,99.882462
-52.570836,99.441748
-51.923212,98.831946
-51.341604,99.232913
-51.544069,97.944698
-51.367198,97.495295
-53.634571,96.344896
-50.713705,104.560666
-50.970514,103.478602
-48.845575,99.066073
-48.811003,99.630612
-48.110907,102.506575
-48.167664,102.777307
-48.167664,102.777307
-53.219855,103.037513
-53.575158,100.776957
-48.375778,99.116430
-53.911406,90.753289
-54.163648,92.010214
-55.320830,90.322295
-53.744147,90.573101
-52.811840,90.585754
-52.665333,91.987790
-52.643127,90.221208
-52.236432,90.610448
-48.007542,92.106132
-44.683359,93.793604
-32.348460,90.048559
-30.744101,94.143697
-33.402182,103.523875
-32.663588,103.803891
-33.414974,103.525089
-32.918035,111.637492
-30.445191,107.928407
-30.674629,107.852828
-31.340973,108.139616
-31.433933,108.452428
-28.825110,104.008240
