> -L"001a"
78.1948730781	-26.9081483164
78.4784169448	-26.5218252451
> -L"Untitled Path" -D"FZ_KM_0001-0120 KM, USYD"
75.6059485802	-29.6272793313
75.9900101188	-29.2787380785
76.318231169	-28.9918683899
76.6471493388	-28.7340689355
76.9015526848	-28.5754402594
77.1734686036	-28.4229797566
77.599375598	-27.9631509595
78.0966403105	-27.311431876
78.5708020411	-26.7254479066
78.9694683763	-26.174150316
79.4781481051	-25.5442982067
79.8873928999	-25.0361361164
80.1116030206	-24.73275284
80.798001896	-23.8494856423
81.1126561518	-23.4288207409
81.5491992202	-22.7946967876
> -L"Zeewolf" -D"FZ_KM_0001-0121 KM, USYD"
81.1327840759	-32.611930109
81.3976351523	-32.303837284
81.7059820151	-31.9064667918
81.9985297551	-31.556141633
82.188287431	-31.3419851165
> -L"Nieuw Amsterdam" -D"FZ_KM_0001-0122 KM, USYD"
79.2792582931	-36.2723691951
79.7646431753	-35.9107686112
80.3550061085	-35.3805998514
80.8701354014	-34.9670256805
81.2829145884	-34.5095878526
81.5533992792	-34.2050689366
82.5194232452	-33.1967698458
83.0187206903	-32.6099209565
83.9903471944	-31.3712066405
84.3505619968	-30.9252623965
> -L"Untitled Path" -D"FZ_KM_0001-0123 KM, USYD"
18.5892957353	-65.7413774611
20.4413900304	-64.3772428995
21.9219319657	-63.203219189
22.3582862534	-62.7945135333
23.6482583608	-61.7183852032
24.4832952519	-61.062569713
25.3713712281	-60.0972641685
26.33721919	-59.0585416233
27.3199490089	-58.1121798054
27.9474748405	-57.5792386284
28.3173395947	-57.2215002496
> -L"Untitled Path" -D"FZ_KM_0001-0124 KM, USYD"
23.66280272	-63.1462870039
23.8349581031	-63.0759269815
25.372243801	-61.6018681274
26.8686161601	-60.0068485418
27.9720390813	-58.7037289735
28.6182357904	-57.8979951555
29.3203417069	-57.1936737341
29.8665593961	-56.6552458719
30.6199535322	-55.8634859237
31.3975078687	-55.0630417074
32.1027677833	-54.2485733477
32.7280072636	-53.5287460584
33.1666036277	-52.9336412972
33.4882084843	-52.4585724009
33.7648984893	-51.974096273
34.0217057751	-51.4341735987
> -L"Untitled Path" -D"FZ_KM_0001-0125 KM, USYD"
36.1187895125	-52.0073267062
35.989831314	-52.3054960737
35.579150494	-52.9533362851
35.4148745939	-53.2527784176
35.0087012161	-53.7899650071
34.5246487873	-54.2911203284
34.0098431253	-54.9991243395
32.9249837089	-56.3308713412
31.6865989898	-57.9158268314
30.8732800853	-58.9697441381
> -L"Untitled Path" -D"FZ_KM_0001-0126 KM, USYD"
30.5611425391	-60.0140538137
29.6048879888	-60.7680260602
29.096011804	-61.2857699225
28.5901699461	-61.820887534
27.9944214365	-62.3923408423
27.4796765447	-63.1653473967
> -L"Untitled Path" -D"FZ_KM_0001-0127 KM, USYD"
36.8334475791	-49.8485150976
36.8796863315	-50.2081437393
36.9236674204	-50.5746471245
36.8794568027	-50.8802412499
36.8681461745	-51.1409007533
36.8253731171	-51.2772989399
36.6660722881	-51.5611334222
36.5012605315	-51.7938592773
> -L"Untitled Path" -D"FZ_KM_0001-0128 KM, USYD"
36.7678646608	-49.2580643431
36.9738686445	-49.4461425488
37.1513500313	-49.5887005339
37.3752160607	-49.8466694287
37.4510912525	-50.0336986494
37.4650745172	-50.2408442069
37.3946906394	-50.4586521735
37.3141388471	-50.6996887724
37.1977739984	-50.9934035339
37.0672557463	-51.216605466
36.9672056366	-51.4277412406
36.75526104	-51.7226301778
36.5238204735	-52.0172167597
> -L"Untitled Path" -D"FZ_KM_0001-0129 KM, USYD"
43.8075988577	-61.5835596447
43.5282390238	-62.0340169431
43.1328739395	-62.6904994507
> -L"Untitled Path" -D"FZ_KM_0001-0130 KM, USYD"
40.4189818626	-63.7676512302
40.1110571945	-64.461212672
39.7397668604	-65.1012347726
> -L"Untitled Path" -D"FZ_KM_0001-0131 KM, USYD"
59.4287190651	-51.4822291801
59.9333858438	-50.9951387238
60.4287331316	-50.5148107118
60.9284562566	-50.0283506681
> -L"Untitled Path" -D"FZ_KM_0001-0132 KM, USYD"
75.9701463528	-33.575360023
75.7023520558	-33.8316972817
75.4670709627	-34.0318856779
75.2220442422	-34.2610704638
74.9388549039	-34.5107903919
> -L"Untitled Path" -D"FZ_KM_0001-0133 KM, USYD"
82.6996154208	-22.3984904885
82.6924627224	-22.6053772279
82.6730470994	-22.8335257247
82.6240745941	-23.0118531426
82.5807221716	-23.1702298949
> -L"Untitled Path" -D"FZ_KM_0001-0134 KM, USYD"
83.3320763842	-23.0416947409
83.2930888648	-23.2690460642
83.2510393653	-23.408223972
83.2178494237	-23.5130781926
83.1763012229	-23.6139962136
> -L"Untitled Path" -D"FZ_KM_0001-0135 KM, USYD"
82.1289680888	-22.9208170451
82.1949121135	-22.7879623459
82.2683251613	-22.5958120991
82.2850634842	-22.4828021213
82.2710012786	-22.3595603191
> -L"Untitled Path" -D"FZ_KM_0001-0136 KM, USYD"
83.1013826273	-22.8073704053
83.0635973929	-22.9392836164
83.021309618	-23.0787993168
82.9661191479	-23.2219672058
82.9055407013	-23.4111988273
> -L"Untitled Path" -D"FZ_KM_0001-0137 KM, USYD"
81.8355902147	-22.7097304406
81.9255285281	-22.5199084355
81.965047792	-22.4139373953
82.0260930116	-22.1802371613
82.0625940559	-22.0527573887
82.0662565629	-21.9406656945
82.0653774465	-21.7240693873
82.0809801276	-21.5067038908
82.0807576616	-21.0310731661
> -L"Untitled Path" -D"FZ_KM_0001-0138 KM, USYD"
81.4862622641	-20.4969419417
81.5034475443	-20.0582890075
81.5190933444	-19.5626580731
81.5768798465	-19.0636793633
81.6288331591	-18.4416269905
81.6728344379	-18.0123248607
81.6856385671	-17.5410901282
81.7114218015	-17.1901747987
> -L"Untitled Path" -D"FZ_KM_0001-0139 KM, USYD"
78.1390628324	-19.7570775149
78.3217649062	-19.5110490964
78.3673664084	-19.2970840097
78.39577731	-19.1678606551
78.5476268612	-18.2841317048
78.6075201173	-17.7215270957
78.7540866926	-15.8171054391
78.8081481677	-14.5847135341
78.9275191389	-13.070463991
78.9663837494	-12.452269737
79.0486782788	-11.3168006885
79.079603308	-10.7386121336
79.069063144	-9.58436452668
79.049236939	-8.54074095962
79.0549538805	-7.63483966365
79.0674048659	-6.82795281329
> -L"Untitled Path" -D"FZ_KM_0001-0140 KM, USYD"
78.7168859862	-8.58376314068
78.6701856637	-7.86479693995
78.6638289426	-7.32267172991
78.6672071115	-7.01379713567
78.7239419361	-6.52338986697
78.8367311403	-6.06193563301
> -L"Untitled Path" -D"FZ_KM_0001-0141 KM, USYD"
80.2281324614	-11.3429777608
80.2369001166	-10.5699671024
80.2881853419	-9.47388796609
80.3137845666	-8.57097765161
80.3652048066	-6.97351355857
80.3861543785	-6.13362385878
80.4429854107	-5.4956753637
80.5367331708	-4.51749642679
80.5975736111	-3.94078111392
80.6880586631	-3.30297796637
> -L"Untitled Path" -D"FZ_KM_0001-0142 KM, USYD"
81.8684270172	-10.7016445883
81.8861699984	-10.0548261867
81.9608073276	-8.81885260042
81.9854620302	-8.38112467561
82.0201791143	-7.07674041194
82.1614969273	-5.82308400423
82.2519414481	-4.74364541645
82.2995315517	-4.16534063501
82.348775942	-3.63284537707
82.3914853524	-3.12250279339
> -L"Untitled Path" -D"FZ_KM_0001-0143 KM, USYD"
84.5776142719	-7.20489956038
84.8302689167	-4.94644409941
84.9722957911	-4.01534841145
85.0460300991	-3.3557569138
85.1165106275	-2.65747545215
85.1897753069	-1.97938793433
85.287663939	-1.21126746427
85.3366466686	-0.213393556964
85.4031082006	0.659594379922
85.4795626245	1.88778191129
85.4966405759	3.11929031179
85.5236735565	4.09034342918
> -L"Untitled Path" -D"FZ_KM_0001-0144 KM, USYD"
84.1794887013	-10.1964629138
84.1586946197	-9.88191426758
84.1483616061	-9.56784227374
84.1698345215	-9.09725696092
84.1693611538	-8.80492754281
84.1901484957	-8.54388702616
> -L"Untitled Path" -D"FZ_KM_0001-0145 KM, USYD"
83.8656074333	-13.6148379724
83.942312449	-13.048313418
83.954417102	-12.865175292
84.0117164733	-12.4405649721
84.0738329523	-12.1541873036
84.1075159118	-12.0165781095
84.1975790484	-11.8568798989
84.3656533303	-11.5595962917
84.438102484	-11.4164556701
84.521556955	-11.2622378805
84.5761258604	-11.0363442095
84.612905803	-10.7328303655
84.6776141643	-10.4451167008
84.7488494013	-10.0550835125
84.7522159346	-9.74191903794
84.8058493018	-9.46121660928
84.8591276323	-9.17457519735
84.9490455331	-8.68243659967
85.0775385644	-7.99090567865
85.1948175722	-7.49468422211
85.3541314206	-7.11845903143
85.4905139785	-6.83627828384
85.5622789934	-5.93649027963
85.5813090083	-5.39061227434
85.631573752	-4.81165982831
85.6394003998	-4.39795641341
85.7539588425	-3.13156432373
85.9279364476	-0.986944978588
86.0071460679	-0.22666777455
86.1155767645	0.802440949683
86.1790210638	1.4175000246
86.3893462715	4.09044520638
86.4579424854	6.76979236747
86.4734877209	8.24614287181
> -L"Untitled Path" -D"FZ_KM_0001-0146 KM, USYD"
85.185233514	4.60875777554
85.0118347422	4.90618680587
84.6844136365	5.41552845631
84.4603506786	5.79269570716
> -L"Untitled Path" -D"FZ_KM_0001-0147 KM, USYD"
84.8201744477	4.04587288195
84.5524414182	4.46021293336
83.8443266644	5.61278676858
> -L"Untitled Path" -D"FZ_KM_0001-0148 KM, USYD"
85.8036016195	6.11588098362
85.4484222356	6.71855770336
85.1770895385	7.19081578006
82.7606516053	10.2766391983
> -L"Untitled Path" -D"FZ_KM_0001-0149 KM, USYD"
85.7578753798	1.78068858361
85.8808674636	4.14005957531
85.8811055296	4.94976721155
85.8534672208	6.76410895302
85.843023187	7.17259570869
> -L"Untitled Path" -D"FZ_KM_0001-0150 KM, USYD"
81.8677626233	0.548910761873
80.7408483793	2.23909260849
79.6953894557	3.77571852438
> -L"Untitled Path" -D"FZ_KM_0001-0151 KM, USYD"
76.4633420391	6.68480507354
77.5002681391	5.18793352493
77.9438731512	4.40821399009
78.4862491254	3.49395247753
79.5892112239	1.6386868973
> -L"Untitled Path" -D"FZ_KM_0001-0152 KM, USYD"
38.9224275935	-52.9371406458
39.3352868366	-52.3152706788
39.797531352	-51.6402552528
40.0132096143	-51.0718783351
40.1602553233	-50.6168281171
40.2129464516	-50.2043584095
> -L"Untitled Path" -D"FZ_KM_0001-0153 KM, USYD"
74.5035707466	-5.51832846653
74.3949319714	-6.41001835656
74.2810564998	-7.44781827969
74.1245595458	-8.32145478359
73.9011675944	-9.45887038724
73.7620013743	-10.1222116428
73.6098462103	-11.127404999
73.4006328664	-12.1915864737
73.3232148183	-12.6157592331
73.1545165971	-13.175008004
73.0478260201	-13.4984281291
72.8538863119	-14.196150647
72.7667998985	-14.4933138183
72.6722343932	-14.6932372354
72.6068726528	-14.7918666154
72.4977508011	-14.8941673162
72.3847268346	-15.0445538694
72.1989340025	-15.2726664103
> -L"Untitled Path" -D"FZ_KM_0001-0154 KM, USYD"
77.8148567393	-18.869306847
77.671576362	-19.0512568508
77.5245769043	-19.2694522795
77.227957932	-19.61971601
76.7418564278	-20.2799501842
76.3700408319	-20.7368877459
76.0573681159	-21.1619049866
75.8691972617	-21.4256061085
75.7306250656	-21.5938238779
> -L"Untitled Path" -D"FZ_KM_0001-0155 KM, USYD"
78.2867026207	-18.3639066554
78.2247265303	-18.695724469
78.1881867591	-18.9085558423
78.1492475341	-19.1048270627
78.1251549509	-19.2479042654
78.0645311347	-19.3694298435
77.8014961278	-19.6621639012
77.2578148531	-20.3173935538
76.872701803	-20.8186343837
76.4151157424	-21.4103297157
75.9812773279	-21.9208052575
75.5265566453	-22.4743155368
75.3828127367	-22.7419177671
75.2536906409	-22.9656885028
75.129645245	-23.1445578947
> -L"Untitled Path" -D"FZ_KM_0001-0156 KM, USYD"
75.8720971395	-24.0485794418
76.1293014346	-23.7104281635
76.4111109238	-23.3685490252
76.875603336	-22.7563476353
77.1945067557	-22.3324579144
> -L"Untitled Path" -D"FZ_KM_0001-0157 KM, USYD"
74.883316755	0.64444051897
74.8414175487	0.181803357718
74.7416622319	-0.333220664529
74.6654969211	-0.945587150402
74.3276589442	-2.58038056032
74.0388658447	-3.87762504101
73.7978231282	-5.48973319782
73.7118953101	-6.08030910196
73.6313879536	-6.77673846913
73.5881213331	-7.2275955838
73.5102328468	-7.38778329523
73.4668520929	-7.71147691321
73.4130374897	-8.03474783332
> -L"Untitled Path" -D"FZ_KM_0001-0158 KM, USYD"
72.4690168563	-11.3253130394
72.5269255913	-11.0559188048
72.6216098196	-10.6861063249
72.6969705944	-10.2565734731
72.7471935312	-10.0335792769
> -L"Untitled Path" -D"FZ_KM_0001-0159 KM, USYD"
72.8622598852	-11.7506860997
72.8749770632	-11.981284531
72.8185150049	-12.3019183778
72.7151598679	-12.6315846232
72.6263540915	-13.0667554458
72.515236865	-13.5714561815
72.4336082761	-13.907806459
72.3586195541	-14.1040661894
72.2569905115	-14.3009492904
> -L"Untitled Path" -D"FZ_KM_0001-0160 KM, USYD"
50.264434194	-28.8957220261
50.9760237782	-28.2474211456
52.1076816851	-27.2460150647
53.2613257776	-26.1412311363
54.3551982765	-24.9278616804
55.5975124873	-23.5856355044
56.4096645322	-22.600542538
56.9516217809	-21.8563969805
57.1586315219	-21.5903593476
57.4509913401	-21.2204838635
57.7661127967	-20.8304406749
59.0360654419	-19.19356057
59.4987023023	-18.5461302954
59.9780593856	-17.8760286973
60.4927873075	-17.1439802086
60.8846288906	-16.5792053703
61.133680504	-16.2596557937
> -L"Untitled Path" -D"FZ_KM_0001-0161 KM, USYD"
51.833374967	-29.084951598
52.8808954773	-27.9464455261
53.8556068151	-26.9527701664
55.069019048	-25.5745441361
56.1846666642	-24.3008281166
56.742645955	-23.6887261857
> -L"Untitled Path" -D"FZ_KM_0001-0162 KM, USYD"
57.5555923819	-20.6746540852
57.2722164537	-21.0450212388
56.9313071476	-21.4794749121
56.5783990797	-21.9403260941
56.2738893273	-22.3277295066
> -L"Untitled Path" -D"FZ_KM_0001-0163 KM, USYD"
49.0692142893	-24.3584304449
49.6114095099	-24.0747824503
50.2643841134	-23.6350528162
51.1681565308	-23.0490658001
51.5887642095	-22.7534368544
52.2320823798	-22.2565168309
> -L"Untitled Path" -D"FZ_KM_0001-0164 KM, USYD"
50.6688187287	-21.3953185511
51.0817759971	-21.2618334406
51.5768576921	-20.9622214439
52.0954452699	-20.6155514138
52.5756447799	-20.2478641614
52.945369351	-19.9572238266
53.2015547102	-19.6784534239
53.5384411722	-19.2755088271
53.9805163975	-18.8621784371
54.4758084249	-18.3559982441
> -L"Untitled Path" -D"FZ_KM_0001-0165 KM, USYD"
50.6997527678	-20.6327923828
51.2127881176	-20.5031902871
51.6384416103	-20.2966005745
52.1775986492	-20.0147346301
52.656724255	-19.7249791694
> -L"Untitled Path" -D"FZ_KM_0001-0166 KM, USYD"
51.5098575826	-19.8165848563
52.1613106847	-19.5773701192
52.6419265891	-19.3847165334
52.9553638033	-19.1812316221
53.2519276174	-18.8951902825
> -L"Untitled Path" -D"FZ_KM_0001-0167 KM, USYD"
50.9112805159	-19.0667005282
51.2947851735	-18.8906757472
51.7081033313	-18.692257287
51.9542987956	-18.5538213997
> -L"Untitled Path" -D"FZ_KM_0001-0168 KM, USYD"
50.5583258543	-18.5920926077
50.8479035636	-18.5159380174
51.2946248548	-18.3093697108
51.8125608512	-18.0185273625
52.1293627714	-17.8546242438
52.3687948817	-17.7037296061
52.5819796737	-17.5614991932
52.7217545154	-17.4260778004
> -L"Untitled Path" -D"FZ_KM_0001-0169 KM, USYD"
51.0739561304	-17.9246503655
51.3292424533	-17.7890778602
51.6406266836	-17.615397268
51.8771551713	-17.5357073465
52.0995658182	-17.4074411873
52.4001578843	-17.1969557272
52.6516951472	-17.0240218278
53.0569881084	-16.7074137857
53.5467949374	-16.2524235719
53.9770525535	-15.8004845866
54.6545957272	-15.1456781253
55.0282272563	-14.7190590752
55.2494406775	-14.4788861531
> -L"Untitled Path" -D"FZ_KM_0001-0170 KM, USYD"
50.9782053613	-17.1880369953
51.4268473714	-17.074402357
51.8467552175	-16.9242805595
52.3592482012	-16.713883177
> -L"Untitled Path" -D"FZ_KM_0001-0171 KM, USYD"
51.6116743835	-16.5493680486
52.0035705461	-16.3253252932
52.2806463128	-16.1445196465
52.6625054842	-15.8789247843
53.1670589288	-15.5001278952
53.4789893525	-15.2624817309
53.7669630511	-15.0244303631
54.0333187737	-14.7999875358
54.297186398	-14.5380466213
> -L"Untitled Path" -D"FZ_KM_0001-0172 KM, USYD"
52.0315018921	-15.6095568698
52.5545209829	-15.3639219034
53.2475568242	-14.8450670603
53.672591351	-14.325284828
53.886717165	-14.0516854794
> -L"Untitled Path" -D"FZ_KM_0001-0173 KM, USYD"
52.5059501222	-16.8138168553
52.7347328254	-16.6633368796
52.9626211438	-16.51306496
53.1554371783	-16.3753002055
> -L"Untitled Path" -D"FZ_KM_0001-0174 KM, USYD"
55.3505596219	-18.9882389633
55.9079299358	-18.3693160094
56.2086899168	-18.0273311478
56.5009612277	-17.6898531377
56.8818109958	-17.258305836
57.2149492232	-16.8679912321
57.4051559257	-16.6503642453
> -L"Untitled Path" -D"FZ_KM_0001-0175 KM, USYD"
55.2416781357	-18.9120674463
55.5750635666	-18.4830512711
55.8655726424	-18.0946070242
56.3512276112	-17.5302544737
56.6154082802	-17.2324457382
56.8297252594	-16.9893179671
57.0907957259	-16.7026592019
> -L"Untitled Path" -D"FZ_KM_0001-0176 KM, USYD"
53.9894123726	-11.8471263926
54.2115920086	-11.581649104
54.4108728154	-11.3129999865
54.6423870209	-11.0468529272
> -L"Untitled Path" -D"FZ_KM_0001-0177 KM, USYD"
56.1972392902	-15.2981088642
56.3517842899	-15.1153620181
56.6575083139	-14.7233577834
> -L"Untitled Path" -D"FZ_KM_0001-0179 KM, USYD"
52.5863726808	-11.3787017433
52.7593825787	-11.2669754569
52.9233759061	-11.1434309179
53.0961555853	-11.007670074
53.2744299049	-10.8383518182
53.574467531	-10.5138250017
53.7141410973	-10.3581499693
53.8051477002	-10.2037173834
> -L"Untitled Path" -D"FZ_KM_0001-0180 KM, USYD"
49.8942028451	-11.3598258553
50.2331471031	-11.3703877467
50.5660292912	-11.3510807942
50.9706770337	-11.2579009239
51.6124204951	-10.9862360776
52.1078587378	-10.7381685546
52.6866034324	-10.3095018695
53.3376058011	-9.7307436536
> -L"Untitled Path" -D"FZ_KM_0001-0181 KM, USYD"
53.0899835931	-9.66961061839
52.8969639459	-9.8395126535
52.6436221961	-10.0413600142
52.4575158879	-10.1691480375
52.1547873889	-10.3671847086
51.9821961133	-10.4757772582
> -L"Untitled Path" -D"FZ_KM_0001-0182 KM, USYD"
52.6091149196	-22.3454986741
52.8000384597	-22.1540351197
53.0114454052	-21.9334341511
> -L"Untitled Path" -D"FZ_KM_0001-0183 KM, USYD"
52.3913350936	-22.9148177955
52.6163814966	-22.6775618739
52.7429099624	-22.5281793803
> -L"Untitled Path" -D"FZ_KM_0001-0184 KM, USYD"
54.5597065713	-22.8897650576
54.8501155075	-22.7107234111
55.0885016351	-22.5489621779
55.2755845811	-22.4045066897
> -L"Untitled Path" -D"FZ_KM_0001-0185 KM, USYD"
54.6207061561	-23.2202448432
54.9568517408	-22.9932904813
55.3784666037	-22.6810154942
> -L"Untitled Path" -D"FZ_KM_0001-0186 KM, USYD"
54.3772492237	-22.6495316674
54.6376957096	-22.4911770046
54.8655751579	-22.3623787287
> -L"Davie" -D"FZ_KM_0001-0187 KM, USYD"
41.0384639148	-13.52381581
41.0576427607	-13.5842474832
41.0878052843	-13.6919287878
41.1683321594	-13.9811627609
41.2097806541	-14.0713742374
41.2490872149	-14.1699989251
41.3316337607	-14.4572441472
41.3920801654	-14.8140243589
41.449262408	-15.1796612147
41.4984280492	-15.734409549
41.5621927348	-16.242470902
41.5945181663	-16.6153397877
41.6193194554	-16.781224672
41.7973209159	-17.6138393224
41.9040069753	-18.0728503356
41.9609755871	-18.3668007442
42.0229929131	-18.811053684
42.1041241815	-19.2519447162
42.1999178716	-19.5800807872
42.261562212	-20.1378279351
> -L"Untitled Path" -D"FZ_KM_0001-0188 KM, USYD"
40.7348586854	-13.1841892919
40.7184991404	-13.4313726176
40.7287602958	-13.5484658639
40.7806075422	-13.7464610228
40.8305540966	-13.8838223962
40.936532844	-14.1106364849
41.0248876904	-14.2947320103
41.1242990371	-14.6109527262
