number,l1_t,l1_s,model_height,lon,lat
mh5406,53.500828,3.9456754,500,-125.2685757735449,-52.66956744541193
mh5407,112.67416,6.9233475,700,-121.8240629839535,-52.53734353057794
mh5408,82.16883,5.359173,500,-124.5649039454062,-51.53667734263163
mh5409,64.65779,5.5517354,700,-121.3949107539739,-50.1659874851199
mh5410,76.196266,4.358864,700,-120.2913412516711,-50.0924773635623
mh5411,389.4983,17.142681,900,-126.6352867832514,-55.23621453736263
mh5412,63.08832,3.6253948,900,-125.6515578452076,-51.70971924986289
mh5413,84.04507,4.740934,400,-127.7979353782847,-53.9009933021689
mh5414,67.75294,4.851805,700,-128.3103164098187,-51.45336892902782
mh5415,99.412384,7.639777,400,-123.6420947608993,-54.51005516854216
mh5416,73.203735,4.136096,700,-125.0221853944653,-52.68574905190696
mh5417,84.79071,6.4022946,1000,-128.9492727464168,-52.89309153107691
mh5418,159.27344,11.523789,1200,-125.0085649676119,-53.7242481591899
mh5419,176.03648,12.861725,1400,-124.3946341788235,-53.91860459914783
mh5420,79.42497,5.5975666,500,-125.369346411882,-53.67509924697544
mh5421,232.64188,15.194023,400,-124.757437637476,-53.76901559863611
mh5422,159.8696,12.418599,800,-124.4706520112314,-53.70060934975444
mh5423,66.030174,3.224704,800,-123.5533144800813,-49.19336912601955
mh5424,105.7223,7.322744,800,-122.6399938344108,-48.70717731945592
mh5425,146.37816,8.194531,600,-122.2112652056303,-48.74894517174666
mh5426,172.07968,7.799437,700,-120.9714805824346,-48.27281263772075
mh5427,115.15487,9.170319,700,-122.1126966538336,-48.63721852040587
mh5428,141.3581,9.403605,600,-121.121356101708,-44.59552963626754
mh5429,76.52764,3.255983,800,-122.1366304185041,-45.40430038150541
mh5430,54.38239,3.4450085,800,-122.2569808175479,-46.31465266538319
mh5431,69.80255,3.9555628,700,-122.3458966321784,-45.82810916821041
mh5432,132.97647,7.5104494,800,-124.4920781775627,-45.94717903384696
mh5433,45.517193,3.2265284,1100,-126.0157369453496,-47.00257649286966
mh5434,345.8186,18.14309,700,-127.976655664151,-47.34508371935084
mh5435,222.34856,6.884671,800,-126.1003779745133,-45.10138383463833
mh5436,85.43989,4.80678,900,-127.6296160847033,-44.48642541205345
mh5437,72.315475,4.5118036,1200,-125.204714217087,-44.93148363256029
mh5438,81.11443,3.9132109,800,-121.447384474124,-42.6859808435294
mh5439,59.02058,3.1283607,600,-123.9257696709474,-46.86284077576791
mh5440,83.26992,3.9598525,800,-123.2295785120435,-43.12132615660727
mh5441,86.67436,4.8710513,600,-123.3149110330687,-47.62904196232945
mh5442,64.93832,3.1032634,700,-123.4713432280538,-42.44656851719483
mh5443,115.83265,5.99088,1100,-121.9453703720121,-43.44771709506912
mh5444,59.41657,3.1555762,800,-132.0636099742367,-46.76117665441594
mh5445,118.4929,4.905847,1000,-135.1700407815223,-48.17177399297071
mh5446,250.95285,11.623622,1100,-135.9934032860057,-47.06369254537407
mh5447,281.13043,14.322727,2100,-136.3082224696142,-46.80441648851689
mh5448,288.4294,13.629769,1500,-136.6055517826027,-47.0889547350674
mh5449,96.54998,6.117876,1100,-121.5268451008724,-41.72402864382234
mh5450,108.78613,5.0497913,800,-121.7136007512998,-43.08610052843218
mh5451,73.96603,5.342809,700,-120.8157856050651,-41.49211234233601
mh5452,60.059414,3.671443,1000,-127.3268034949762,-38.01996568326598
mh5453,73.71483,4.4639816,800,-126.0535388004291,-37.49936375278892
mh5454,41.070118,2.5114021,800,-128.2532155063582,-37.66170640656195
mh5455,69.13238,3.663567,700,-127.3805551651031,-37.81656313712563
mh5456,64.810905,3.8630948,800,-126.7935941805264,-39.83237818404957
mh5457,55.080254,3.3580358,800,-127.5438756467363,-40.14791355712056
mh5458,54.223488,3.8162708,800,-126.8559679754962,-37.1749459519214
mh5459,68.85982,5.0786514,1000,-128.3490159980802,-37.30749693278414
mh5460,43.927814,4.696411,600,-126.0026943201592,-36.99232981725112
mh5461,102.555305,6.2075977,900,-128.7420426020118,-37.39392600398327
mh5462,65.15042,4.0312004,800,-133.6029616135018,-37.93408578667473
mh5463,91.82926,5.6147313,1200,-133.8496615358886,-39.46440343333931
mh5464,79.369774,4.495978,900,-134.5526842741673,-37.71196710535786
mh5465,70.01014,2.5757835,800,-136.2138283210173,-39.15057000201355
mh5466,54.20394,4.2786136,700,-131.5972519745578,-38.52988679692161
mh5467,64.43193,4.02219,900,-137.9043206722068,-39.17942161335346
mh5468,97.33327,5.40049,900,-120.456428491885,-36.81492230074411
mh5469,113.91732,8.824171,900,-122.3328852475495,-35.90096490753817
mh5470,195.77812,14.864587,1300,-121.7233848116552,-36.05871744278849
mh5471,284.2321,12.9459505,1300,-122.1251816042582,-37.88853340257258
mh5472,418.11255,23.745003,800,-122.8803462074593,-36.56270311793075
mh5473,146.81107,7.12983,1100,-120.4325103148339,-34.34758853936579
mh5474,101.57692,8.6476145,800,-122.4674763321977,-35.82587732638734
mh5475,75.08757,6.884863,700,-123.2382992899294,-30.85254041573721
mh5476,159.5089,12.218592,900,-120.4706238343944,-31.0266528693025
mh5477,143.39648,12.192991,900,-120.9488707503751,-31.19054039863689
mh5478,114.83146,10.027876,800,-121.0331693827329,-31.12640818347279
mh5479,106.85235,9.089648,1200,-120.6070634470149,-31.15317087111737
mh5480,82.75413,6.485941,1000,-122.1411875378936,-32.07451417802467
mh5481,127.04843,9.780741,1500,-123.1628622586656,-31.53302442456404
mh5482,117.666534,9.494146,1000,-121.5357914404334,-30.82205606460102
mh5483,125.95639,8.654774,700,-123.6364209785552,-31.61231404378778
mh5484,187.26964,13.335332,1100,-120.0788989750791,-32.70392516166205
mh5485,83.994934,7.1212153,600,-122.3574666956712,-31.33143799000499
mh5486,175.37555,10.5926695,800,-120.3605260131979,-34.08265117585844
mh5487,107.86983,8.626393,800,-123.5614581647111,-31.79306640137682
mh5488,210.58476,11.68269,1000,-124.0323583446452,-36.22618784187443
mh5489,280.53174,20.166908,600,-120.204688954207,-39.25682436180915
mh5490,57.21511,4.4074345,900,-122.0304379085967,-39.32015697572462
mh5491,157.80243,11.59998,800,-120.3450204386881,-39.23952625577679
mh5492,89.07943,6.2292767,800,-121.3016210870569,-41.97022943289459
mh5493,108.05244,4.9208937,900,-122.5619747471601,-43.41112558308149
mh5494,114.74875,4.4301343,900,-122.6712281892752,-43.40073329955433
mh5495,112.42495,6.833042,700,-121.2664235345108,-58.04684953633188
mh5496,89.73422,7.043529,700,-123.4900506004342,-57.15227902489665
mh5497,72.71979,5.34506,900,-122.3197122050134,-57.47528370827304
mh5498,73.50199,7.200085,1100,-123.318855488386,-59.36497907825362
mh5499,196.04652,8.592203,800,-125.3275022016,-56.95016114615298
mh5500,141.56676,15.575498,1200,-125.2080520052947,-57.69466143524218
mh5501,130.75366,7.892335,800,-125.4888326489527,-59.59782114837804
mh5502,57.4893,5.0268364,700,-127.6580953998202,-57.05739024928921
mh5503,87.143105,3.2007704,800,-129.0172930487377,-56.66563837704352
mh5504,52.714104,4.6882615,900,-128.0264281900616,-56.38226690676825
mh5505,98.98816,6.1061907,1000,-126.162539500384,-59.31092671838845
mh5506,84.77189,3.6787503,700,-129.4770620361934,-56.34501736226337
mh5507,81.403824,4.51755,500,-127.3563685377276,-56.87889250225566
mh5508,100.438,6.8694625,700,-124.0078256330409,-56.98441678185155
mh5509,183.95677,9.033374,1000,-128.8779622052012,-59.94775992333623
mh5510,167.2245,9.726854,1500,-133.6087665978159,-59.85014276791384
mh5511,81.094345,6.036113,800,-143.0489178392215,-59.94424298883537
mh5512,411.96045,26.230059,900,-136.8989879848085,-60.02255722881976
mh5513,56.733883,5.657821,700,-138.8721685057773,-58.97906151460089
mh5514,74.3698,6.560935,800,-137.5404320527523,-59.37857514268508
mh5515,76.3653,4.6765304,700,-139.2137130814994,-58.89353663800564
mh5516,73.00737,6.020318,800,-140.850340669779,-58.15995439368105
mh5517,129.73492,9.795748,900,-141.2076093176687,-60.53517788831811
mh5518,146.1713,5.649908,1000,-144.0871101390417,-60.19484917690922
mh5519,34.366024,2.7421482,600,-143.8479974421541,-57.94537103238329
mh5520,39.187912,3.5655084,600,-143.5788711121713,-58.46773218518247
mh5521,72.25322,6.627129,1400,-141.3622422513047,-58.69699717923438
mh5522,136.90251,8.120407,600,-139.4332060549453,-59.16287526081214
mh5523,51.842316,5.7608852,500,-142.5860213975493,-58.08999774630502
mh5524,51.027897,4.8818374,600,-142.1749231617246,-58.11983731075803
mh5525,53.55295,4.704175,800,-140.823268173323,-58.59407315903585
mh5526,55.768887,4.5716968,500,-144.9807758117969,-58.11606354329589
mh5527,308.61118,15.402765,1100,-139.9671367585766,-57.5940567484903
mh5528,84.31871,4.4376874,500,-145.1199058853271,-59.89628599114526
mh5529,93.26589,5.1938076,700,-148.864130047326,-58.71851027016002
mh5530,136.64424,6.756217,500,-149.3156158931515,-59.16935847981852
mh5531,91.68646,5.979685,600,-147.1077672524991,-59.6638442548814
mh5532,143.7903,3.9583993,800,-148.2998272211012,-58.62944177936445
mh5533,72.18752,4.2735186,500,-147.1239339924579,-59.09830101190497
mh5534,116.17416,6.4579296,500,-145.2053696458691,-59.22005653120016
mh5535,78.8366,7.125576,500,-145.9690853927655,-59.08822150448496
mh5536,71.38487,6.345834,500,-149.9021833740503,-58.99980257078268
mh5537,184.1488,8.5657015,900,-148.4835857724781,-57.72384305624404
mh5538,64.94121,3.9810395,700,-148.8888150406888,-56.83448105219961
mh5539,102.90822,5.6288,400,-149.9912538351483,-56.52945571837347
mh5540,64.95496,5.3025775,600,-146.1342533226296,-59.32863603798954
mh5541,86.722145,6.1843863,500,-145.3989235285202,-59.06383685826797
mh5542,80.17134,5.906801,500,-145.789330286172,-59.49691893897405
mh5543,69.57796,5.0818505,700,-145.9152678371062,-59.37066768995662
mh5544,98.4349,5.7348557,600,-145.2311455154984,-59.55404551457186
mh5545,58.22155,4.605901,500,-142.9094685497467,-57.60210059631026
mh5546,50.0249,2.7247734,500,-144.2149846145732,-57.89840336572257
mh5547,337.77002,19.681149,1000,-139.4811644857016,-57.71065900876269
mh5548,330.5818,22.148054,900,-143.7041601323777,-56.35979009568515
mh5549,832.19324,71.22313,400,-144.1256911992909,-55.92886710571958
mh5550,215.14531,9.423203,800,-139.8514125372026,-56.19588801093381
mh5551,137.02992,8.779072,800,-138.0446451996932,-57.15060924673082
mh5552,108.50254,6.138799,800,-137.7715319096536,-57.19443894510204
mh5553,77.57444,5.763321,800,-132.7263828920745,-58.08837151947333
mh5554,49.454628,6.616167,700,-132.5348104664459,-57.86666709054452
mh5555,81.39948,6.2873793,800,-129.3644918344217,-58.65308934908526
mh5556,72.8653,6.8571563,900,-131.6275980339279,-60.56485106064201
mh5557,231.99214,8.935525,800,-135.789228551719,-60.00530982646278
mh5558,170.66405,12.485959,1000,-127.8967554877528,-57.97614404457504
mh5559,168.10551,12.546813,1400,-128.5492427678689,-57.84880012009757
mh5560,202.54828,19.828718,2000,-128.6457264667658,-57.71345962797253
mh5561,131.05446,13.122359,1000,-129.2881267195336,-57.53109632034579
mh5562,138.44067,10.251196,1000,-122.7386091011044,-59.97887053993623
mh5563,144.40256,14.000017,1600,-122.8013871829749,-59.74022571226707
mh5564,236.90326,11.3822775,900,-121.262622110259,-59.23167329849442
mh5565,121.279465,7.537025,1100,-125.8526999363824,-57.67260891816053
mh5566,108.70723,7.9488335,900,-125.1337821390226,-53.66041492246073
mh5567,94.24464,11.387861,700,-126.982363261618,-55.34160474290518
mh5568,113.080284,7.4801073,600,-127.2475763803901,-55.25407822860817
mh5569,203.87125,13.504553,900,-127.7486071528877,-55.00605961920465
mh5570,60.422646,3.4825835,500,-121.3580716120458,-54.65723416431219
mh5571,204.14635,12.456945,700,-120.119082658472,-54.27264639905231
mh5572,72.701515,4.4241467,700,-121.9198402186032,-53.14256313105649
mh5573,89.43705,4.6816335,600,-122.0939122017751,-53.13055915996517
mh5574,110.028755,8.735715,500,-122.3327532541981,-53.60603980875847
mh5575,137.0958,9.924264,600,-122.5095905956302,-53.58719896476637
mh5576,79.325615,5.966876,600,-122.925154177863,-54.15975905940063
mh5577,121.897514,7.6094155,1000,-126.2441523665131,-58.66288855574572
mh5578,104.10034,11.877619,800,-133.0304735462003,-55.53957247879523
mh5579,111.9173,8.571126,900,-132.8123521806976,-55.28106616868107
mh5580,100.480896,10.936231,900,-131.080361131848,-57.26782636567355
mh5581,147.32976,13.534945,900,-131.9715223884558,-57.30605409929898
mh5582,147.08325,15.396737,700,-132.0950369955199,-56.93139118662013
mh5583,165.45613,15.566809,900,-132.3985652467999,-56.75818881089486
mh5584,112.30713,12.793428,1100,-132.3642713700672,-56.8836131251529
mh5585,142.9994,13.902296,1100,-132.7425399097408,-56.83146766657421
mh5586,150.35992,11.553042,800,-133.1814560331996,-55.21377128093235
mh5587,153.58664,8.950719,800,-133.3368060436266,-55.25335752871281
mh5588,108.98395,7.870349,600,-137.0466627773028,-55.03411553170354
mh5589,125.9515,10.8548565,900,-136.8070813095314,-56.63701823159427
mh5590,276.38455,16.934933,900,-135.5918645973118,-54.67408582478273
mh5591,137.51767,9.062088,1300,-135.7383583427856,-55.228193061068
mh5592,131.67215,8.23874,900,-140.6960293429276,-55.01078612317859
mh5593,212.5218,18.583683,600,-138.2669297162452,-54.94802541700154
mh5594,124.16087,9.621594,500,-138.5764154308361,-54.75205293931333
mh5595,214.16801,21.657803,700,-137.8940987640144,-54.86865410478789
mh5596,107.82042,5.8853407,600,-138.3844721904243,-54.1981420470774
mh5597,114.7426,5.5715036,700,-138.4938528606711,-54.2472736910403
mh5598,166.27615,12.597025,600,-136.2397474534262,-53.70509382869596
mh5599,94.22527,5.970427,700,-137.2575145368886,-53.77881151971274
mh5600,91.56521,5.058876,600,-137.0657652410019,-53.88844788462728
mh5601,89.1929,4.95384,600,-136.9205638135813,-53.91824182310519
mh5602,194.3775,16.14432,1500,-142.1563635832476,-54.36321873931021
mh5603,103.04848,8.548017,1000,-144.3565771045782,-55.24999125313293
mh5604,522.63965,31.435308,1200,-145.3933326538925,-55.25952258969669
mh5605,67.01254,4.7611303,400,-145.2711007176795,-54.1603232639949
mh5606,170.39656,9.9861145,900,-145.9464229930199,-53.1687290534062
mh5607,149.71907,8.055018,1100,-145.7906149750789,-52.58065810232048
mh5608,47.4508,4.669373,700,-143.3379783641685,-53.49868102407163
mh5609,118.067406,9.289111,700,-144.2104711206946,-53.36722174290595
mh5610,158.84306,10.796261,900,-145.7700724779171,-53.23024134288134
mh5611,124.3366,7.983752,800,-148.1814179923369,-54.31716637195584
mh5612,200.05815,6.6088624,900,-149.8872321268182,-52.83835207437358
mh5613,133.79108,11.170459,1000,-147.9677771924096,-54.02379699125577
mh5614,139.7926,5.1799326,800,-149.7178835842077,-52.87630053566441
mh5615,142.67383,8.740382,800,-148.6091278001855,-51.7004045887963
mh5616,108.52733,4.8070693,800,-149.296956675928,-51.80728549099874
mh5617,123.80253,5.948638,900,-147.6853482077535,-52.267828385624
mh5618,258.9162,14.0557375,900,-147.8770282235375,-54.71267094694403
mh5619,189.41283,15.976137,1600,-145.416860916642,-54.97105219627716
mh5620,201.90833,13.988175,900,-148.1376812846546,-55.01030734984104
mh5621,92.34289,11.093397,1100,-148.5981650476146,-54.47964437764639
mh5622,205.24725,9.327242,700,-142.3515197674074,-51.14677930730432
mh5623,601.83246,22.904669,1200,-140.2113004797562,-51.30981312367013
mh5624,240.08238,20.89577,900,-141.7889430699204,-50.76219115222665
mh5625,468.18723,26.936632,1200,-141.4152838706526,-51.06173846731842
mh5626,97.14613,9.237626,700,-141.4724757599049,-53.60831122909057
mh5627,165.79347,9.372371,1200,-139.4071112918529,-51.71303105392906
mh5628,121.331406,5.682456,900,-136.6755835579382,-51.45457785180268
mh5629,115.94902,3.2994473,700,-138.0739968740285,-50.94408130444023
mh5630,122.52842,7.5979776,800,-139.1814800680165,-51.57937891288083
mh5631,133.3406,7.1377544,1100,-137.3258325721345,-51.04824426936372
mh5632,307.7546,11.26519,800,-137.6741169373721,-53.21259128508876
mh5633,62.20151,4.338256,800,-133.3645936683776,-52.22622309335113
mh5634,108.826675,5.163017,900,-131.5592487539934,-52.48622954379161
mh5635,253.55663,16.565798,800,-132.2784915642594,-54.09201146993144
mh5636,103.87792,4.9515157,900,-132.1405848587742,-52.15405764506046
mh5637,87.747406,5.6105385,900,-131.4415991016546,-51.6615143030782
mh5638,89.20394,8.168448,1000,-130.8185214980866,-53.15292800284573
mh5639,180.15634,11.966389,800,-129.5105596821557,-53.97461857778862
mh5640,115.64859,8.9717,800,-131.5531443743692,-52.20545367223241
mh5641,103.63178,6.3227987,1100,-129.6791149995375,-50.57179949327402
mh5642,111.560036,5.595016,800,-129.7513804964064,-52.06153447910901
mh5643,76.10885,5.073401,800,-130.4734958990696,-51.84182329957595
mh5644,110.88986,6.989885,800,-126.371561689412,-53.75892102184636
mh5645,89.47704,5.805286,800,-126.261921349172,-51.9973208652892
mh5646,68.04974,3.0119872,600,-123.2454887679846,-50.92029174935602
mh5647,106.614174,4.2406764,600,-121.7792018971891,-49.60922894762441
mh5648,90.58031,6.4986196,700,-122.3616278145253,-48.69177498210167
mh5649,44.806843,3.4982836,900,-124.6354625887354,-48.09975315693089
mh5650,111.38828,5.395523,1200,-122.3155679808175,-42.56755795105274
mh5651,156.28616,8.333726,1000,-122.8764756351151,-41.6210940194479
mh5652,80.68696,5.6370416,1000,-120.466897758466,-41.94578709898888
mh5653,97.03555,5.663337,800,-120.2485130092171,-41.95406619425668
mh5654,182.38766,5.792832,600,-122.3489871905089,-41.20707865507519
mh5655,55.939194,4.6942363,700,-121.700708035479,-45.17984364095225
mh5656,142.10011,6.377246,1200,-124.3590899941431,-44.91854256899276
mh5657,114.746216,6.922806,1200,-124.5877180250631,-46.07252895242481
mh5658,140.31201,10.961925,1000,-126.091879101515,-45.73078004778349
mh5659,45.30038,4.0401335,900,-129.6268811173544,-43.39341647438216
mh5660,104.373085,5.6706743,900,-132.7086173999777,-46.29433884505757
mh5661,65.04799,3.6278281,700,-132.768268621014,-46.58298848587761
mh5662,84.32504,4.787466,1200,-130.8685181638449,-49.14769305138872
mh5663,59.564613,3.1862175,600,-129.882538764066,-49.37972213349786
mh5664,123.53721,7.0195956,800,-130.2380089243754,-47.41830179554672
mh5665,159.36954,6.042013,700,-126.6350627399706,-49.82367749641227
mh5666,71.116295,4.49065,700,-131.8825768588358,-51.27426087652502
mh5667,230.35426,13.51377,1000,-138.6476041153603,-49.4665302849519
mh5668,386.35303,14.833392,900,-136.5522394400422,-48.42405080576245
mh5669,113.56061,6.768899,900,-123.8484316072629,-31.42313373969459
mh5670,535.23126,29.657,1000,-124.0303111223546,-32.28756648275019
mh5671,119.504036,8.406523,700,-125.510084383267,-31.33816554087314
mh5672,68.237785,6.3644443,700,-125.7298148142172,-31.20911560499615
mh5673,168.12814,5.791796,1000,-125.7945479725566,-31.87772691541307
mh5674,150.84912,11.708801,600,-127.6407457560713,-32.95105281853507
mh5675,316.45203,15.57638,1400,-127.0303331704269,-34.35201481430466
mh5676,86.89209,7.9371963,800,-127.7731400501945,-32.94520109288656
mh5677,131.23724,7.304433,900,-128.4981163916167,-33.2932127172127
mh5678,504.09955,20.826246,1000,-126.5319467955275,-32.51513138718714
mh5679,425.21896,21.11589,1100,-126.5163516975825,-31.97734788599055
mh5680,310.55765,15.880317,1000,-126.6787954420972,-31.83374795070292
mh5681,50.851803,3.392666,800,-125.0674750792625,-37.56262820863897
mh5682,76.29092,5.3840322,800,-125.0654434555784,-38.85224913603655
mh5683,131.81133,12.010664,1200,-143.2464444498044,-54.40102007828326
mh5684,168.8327,10.124541,500,-138.1034418264571,-59.97415552635981
mh5685,276.19217,19.195951,1000,-136.4241029843438,-60.29611009388827
mh5686,136.83517,8.356934,1000,-122.6908107379313,-54.39222349566529
mh5687,89.05934,6.3354144,500,-120.257629308545,-51.86775206462216
mh5688,173.55885,7.76292,1000,-127.139003861449,-49.05115104227644
mh5689,231.00255,6.322972,1000,-127.1947074370948,-48.95671553947546
mh5690,80.3116,5.3405094,700,-122.0581399996249,-46.3490859995507
mh5691,159.4175,7.1996574,1300,-127.4184005145104,-45.28783356832562
mh5692,216.93268,10.854963,1400,-131.5555020678441,-42.5159949950351
mh5693,65.37955,3.6045158,1000,-126.0492150213649,-43.20037833190517
mh5694,40.707253,2.5697396,400,-120.1603421711316,-46.11185201220914
mh5695,74.32365,5.975905,800,-130.3817501566257,-51.365154171081
mh5696,58.86928,4.1199193,800,-132.6967704885606,-50.84548105336312
mh5697,92.67553,5.6512165,500,-124.9517662215545,-51.4471869262594
mh5698,165.4489,5.9822555,400,-148.5444683636533,-43.904016722629
mh5699,92.248055,3.4441726,900,-149.574031721557,-41.33216427140491
mh5700,108.76007,3.734016,800,-150.0047783200187,-42.26056290552023
mh5701,47.67703,3.2969613,1100,-141.8293653748025,-44.2698337524145
mh5702,47.645535,3.058638,800,-139.2017551476901,-43.82940878646421
mh5703,227.48317,8.156705,1200,-141.2509619605451,-36.74588236921545
mh5704,257.34836,8.990939,1700,-142.4441109408759,-36.98327162403404
mh5705,348.29697,10.781029,1300,-143.0700032046566,-37.42880418402287
mh5706,236.70454,11.106353,1200,-142.0789169530609,-36.64306873195223
mh5707,127.073944,8.364593,1100,-146.3943066639641,-35.71234585162254
mh5708,89.90651,4.7612386,1200,-137.1184071624745,-36.70937916501244
mh5709,258.34378,12.437053,1000,-140.4743371602051,-35.87201418740712
mh5710,236.43126,14.020347,1000,-141.863765328584,-36.66220579502956
mh5711,103.632866,3.7381516,800,-136.5528276720562,-38.57515506814784
mh5712,176.18869,9.284287,1100,-138.3502869685781,-47.20004787781893
mh5713,104.276436,4.4131894,1000,-138.7341768734306,-47.21846777934211
mh5714,72.825485,2.8627028,800,-140.8785724282847,-44.84361724217745
mh5715,132.9316,10.74966,1200,-146.0176646239814,-51.16684788340685
mh5716,70.339165,4.2840767,600,-142.7536456470253,-47.42313614468545
mh5717,79.54804,7.297183,800,-143.2895783833423,-51.16502686841343
mh5718,190.70901,11.6722355,1000,-139.6970808864847,-51.34773209087346
mh5719,88.19733,6.762472,800,-143.041868859615,-53.3230151249084
mh5720,119.33012,4.1207066,800,-136.2306715734901,-36.76898199493578
mh5721,103.097885,3.8834517,1200,-139.9848700628872,-34.54089019012028
mh5722,93.55908,3.740077,1200,-137.7255639654458,-37.09002586490735
mh5723,72.03641,2.7461283,700,-139.8463621069005,-33.91378662921547
mh5724,130.53358,4.8289094,1000,-133.7860986154473,-36.14541829729253
mh5725,186.0301,10.050496,900,-133.1743348008644,-36.51726058370912
mh5726,68.197426,4.8767877,900,-131.4054233687458,-36.15669959841239
mh5727,84.5158,4.554453,800,-134.8717849034749,-39.13026479000799
mh5728,214.89845,10.523733,1200,-139.7684861503505,-39.83460607078074
mh5729,54.160507,3.0709465,1100,-142.1508733479698,-43.97296043242885
mh5730,147.9411,9.499432,1100,-134.4847801797573,-50.80966679119459
mh5731,75.22457,3.8962526,600,-127.994362246275,-49.71894748571965
mh5732,75.85258,4.7016025,800,-128.8708414811996,-49.93117463028315
mh5733,72.5884,3.4606173,800,-130.8420898745128,-49.6857507178247
mh5734,287.9554,18.604912,1100,-138.3618204415349,-59.8478208141582
mh5735,86.29991,4.3858895,900,-146.9746403338577,-57.46078493626415
mh5736,119.50711,8.192656,900,-148.3142729176043,-55.40774503757997
mh5737,169.18019,13.370824,700,-147.7717410391401,-55.09220793159129
mh5738,228.48238,20.430658,1000,-145.781145933537,-54.94786050299471
mh5739,104.51027,7.987971,800,-134.4165447723195,-56.83207013994422
mh5740,177.01414,8.277784,900,-135.7589872508696,-59.14684318568033
mh5741,143.17876,8.552229,1600,-134.0378281148777,-59.35130297659345
mh5742,154.08199,7.6326103,1100,-123.1692162424122,-54.99962533044086
mh5743,196.54222,10.415277,900,-124.7629020387475,-56.13173121012195
mh5744,75.43904,7.1223564,900,-125.8028486147387,-50.94656026328446
mh5745,255.42455,15.618088,1000,-134.8054314862015,-53.1389030775372
mh5746,86.18083,4.538561,1000,-132.7680323425141,-52.87795498147703
mh5747,72.49284,4.4610834,800,-137.7919336300482,-50.44286397686905
mh5748,107.76757,7.9278007,1100,-137.4817958857245,-51.75962900868676
mh5749,364.50388,25.004774,1100,-139.9432879483639,-51.44416764501606
mh5750,296.4389,22.074232,1700,-139.6504310437443,-51.56403331554816
mh5751,202.44078,9.965734,800,-137.2104941754409,-49.33504423449065
mh5752,478.79764,19.678305,1100,-136.5136960302187,-48.61412960029697
mh5753,391.07156,17.485315,800,-136.4229162805834,-48.73147561345631
mh5754,274.19232,12.226021,1100,-136.7037177341044,-48.62284277227952
mh5755,307.99677,11.916033,1400,-136.7829821714219,-48.3694049555459
mh5756,302.91986,13.509235,1300,-136.2957669712141,-48.34042506317157
mh5757,247.94276,10.817298,1100,-137.4516612484697,-47.83584657205286
mh5758,553.771,28.21767,1200,-136.6314248861037,-47.8115445199841
mh5759,186.71204,8.813531,1400,-136.530208461997,-49.1286232356661
mh5760,262.78107,14.863802,1300,-139.3941830005546,-49.6237304737201
mh5761,203.45119,10.34544,1500,-139.6169578500778,-49.58057457559732
mh5762,218.42523,12.080534,1100,-140.8387688868766,-54.50913041168819
mh5763,182.51291,8.873894,800,-141.967748591617,-52.63390113725503
mh5764,238.49843,18.560589,900,-141.1087432645005,-57.1756598549324
mh5765,313.4061,15.296815,700,-139.6773355733391,-57.48637771784574
mh5766,197.31538,10.92452,1400,-134.3854301093662,-50.24042853770904
mh5767,136.98848,8.230548,800,-134.4057530147182,-49.60883257975129
mh5768,126.89677,3.1154776,900,-137.0228809030578,-72.97071987983007
mh5769,139.76907,6.8313713,1100,-132.7921318800307,-72.35990491531862
mh5770,57.630283,5.125047,700,-136.2862297033835,-72.19693744328013
mh5771,42.135918,3.8206027,900,-130.3267934106389,-71.247820613479
mh5772,66.95318,11.237584,800,-121.3762585556847,-71.36225086907298
mh5773,456.7541,16.470974,900,-122.8715935286375,-70.63653804566549
mh5774,210.36197,7.851019,600,-123.4014977696505,-70.45608433491618
mh5775,289.9026,8.8671875,900,-121.1833934952541,-70.8957815513089
mh5776,252.06317,9.888032,1100,-120.2867922657256,-70.81293300941842
mh5777,75.42311,9.497349,900,-126.9060329970391,-70.85142117218713
mh5778,194.98398,11.017101,800,-123.9646351114828,-70.31109976801164
mh5779,248.62163,11.977485,1100,-121.8917176817745,-70.80764222037139
mh5780,234.62851,10.245905,700,-120.4687605584471,-70.66019034979738
mh5781,67.40401,5.1479635,1100,-127.3423334007907,-67.80558891060996
mh5782,57.052773,3.851232,900,-126.5021474815483,-69.04625695645849
mh5783,72.39873,5.3802657,1100,-133.101057326356,-67.81307314152806
mh5784,31.937433,3.1628165,900,-129.3625374570337,-67.63251177068744
mh5785,11.234604,3.918836,1100,-138.4623348849552,-69.37635266378112
mh5786,46.841255,3.963511,800,-133.4716666243771,-67.70477814941121
mh5787,68.103676,3.154327,900,-130.5904161363148,-67.58578481222096
mh5788,79.99741,3.3037617,700,-124.6656395019113,-67.44579141792626
mh5789,34.951138,4.9967575,700,-122.7504892523098,-68.26654082181703
mh5790,60.557476,3.2732148,900,-130.4093996065865,-67.27142618432539
mh5791,32.54951,3.6615376,800,-128.6866048663748,-65.59647174224538
mh5792,38.537827,7.198166,1300,-123.1835311022767,-67.11178652712924
mh5793,38.181656,2.7082555,900,-120.8563799238272,-66.23547019000564
mh5794,44.29883,2.901177,400,-121.3104760114717,-65.81477451308017
mh5795,14.532448,2.3210542,800,-123.354311096958,-63.61563341064291
mh5796,33.522106,2.3611884,700,-124.7084793770297,-64.39770939251925
mh5797,16.966648,2.770453,800,-126.1325962441263,-63.90998751414508
mh5798,83.80599,8.071449,800,-147.9399891138561,-61.30119200720211
