number,l1_t,l1_s,model_height,lon,lat
mh1227,111.486015,6.610762,900,-173.8363838834742,3.6270177522845
mh1228,122.42381,12.423302,1100,-175.6324285140671,5.711029296862666
mh1229,72.29883,4.341301,800,-177.110840760535,3.046472093819137
mh1230,67.305916,3.9399166,800,-177.3473507901828,2.627519614907563
mh1231,327.00958,6.4723077,1300,-177.7371117793408,11.57262399819435
mh1232,153.80128,6.712975,1000,-176.1390973006446,14.75767075644866
mh1233,92.54196,8.10535,1200,-175.7511534810439,15.78581108634573
mh1234,126.92953,7.003984,900,-173.7146148773399,14.9461799648084
mh1235,118.79151,6.370459,1700,-173.9143039281225,15.39478585016341
mh1236,96.23471,4.877776,1200,-173.6336595178192,15.99596186483644
mh1237,211.76277,11.928764,1300,-171.1176259751465,16.13055071298795
mh1238,545.81616,8.95492,1200,-169.9763243215166,16.94259121663352
mh1239,62.64528,5.9416065,900,-175.7874731305109,24.52304061917041
mh1240,344.7418,11.599752,900,-168.6888274734374,23.97200286073389
mh1241,53.363827,4.6717176,800,-169.6096110268102,24.03098985642454
mh1242,363.8297,6.7495947,500,-162.4916243091424,22.68902652955448
mh1243,392.868,8.701682,800,-159.6848593365279,22.5866817509428
mh1244,29.662134,2.3442261,700,-160.6712527815637,23.9216760545657
mh1245,41.946068,2.65808,800,-160.7689185438707,23.93631391234013
mh1246,41.989506,3.0440547,700,-158.1276845317897,24.75417701981375
mh1247,76.81214,3.637774,900,-158.0990661996994,24.20295378604052
mh1248,139.21852,5.3629446,800,-156.7229936284397,24.62344787441371
mh1249,53.512592,3.4136345,500,-157.2314027397894,24.65629415820384
mh1250,186.7714,8.869251,1400,-156.151045828481,25.4451974928139
mh1251,89.90398,4.71922,500,-156.5892170507252,25.52674275816407
mh1252,57.623768,2.6101503,700,-152.1758674148184,25.23614278427837
mh1253,51.08889,2.969509,400,-152.04356984921,26.3844090693971
mh1254,85.86918,3.0058613,600,-150.8492924464743,27.62075838669001
mh1255,56.70257,2.8970797,600,-151.8576888156541,28.04075776114972
mh1256,73.82414,2.7686968,800,-154.3587497795177,26.37504517825882
mh1257,64.31067,3.5326524,400,-153.1632999971424,27.09706925069641
mh1258,66.425255,3.5081542,1000,-173.7699277908993,6.989739347276636
mh1259,53.316048,3.4897497,700,-175.941955507195,3.325810089201369
mh1260,181.22867,6.434808,900,-179.6035106560553,4.860706929822521
mh1261,83.47516,6.3833237,1000,-170.0875775338439,8.347125345196352
mh1262,103.26548,4.932534,700,-169.8987080186773,7.280443795846366
mh1263,147.57553,5.6968474,1000,-168.2373204945408,2.880795172619126
mh1264,188.29744,5.822429,600,-168.1370786778579,2.822331091272956
mh1265,358.58948,38.538826,2000,-159.8105417611008,4.58988869452848
mh1266,491.73636,13.249228,900,-159.9858418181158,2.029592442404728
mh1267,409.8819,27.624159,2600,-159.8906495852638,4.880595866942949
mh1268,704.8879,38.387844,2600,-159.5470097786787,3.523775680248491
mh1269,918.70685,69.281944,2600,-164.1948599384952,0.4621007842122439
mh1270,103.11454,6.0112457,800,-164.6937930020799,4.982317799621759
mh1271,125.93955,5.2274647,800,-164.8530881718315,4.987496640658586
mh1272,57.184708,4.6579385,800,-167.6415203678138,17.30086687640839
mh1273,87.99752,4.1651564,900,-165.1222939406464,16.5659230033847
mh1274,369.56284,8.777346,700,-177.0015163717999,12.50808821060357
mh1275,156.67926,9.67469,1200,-178.0521852648506,15.3649433369037
mh1276,167.89105,9.325587,1400,-179.3884414387927,14.43943911534951
mh1277,108.621445,4.912101,900,-176.0719386598001,13.49924636721208
mh1278,285.09247,6.8890676,1200,-176.6575877127106,8.335126362367259
mh1279,248.71591,7.645264,800,-176.3373202848766,8.194936516356975
mh1280,229.25246,11.968195,1300,-176.1821117040421,8.352910374338727
mh1281,118.56022,5.9956417,600,-175.6521870008337,4.050847358270102
mh1282,65.57139,3.7466474,900,-175.8142548179678,2.037247340305224
mh1283,122.5429,7.1722946,1000,-166.1715684509429,4.348268192003303
mh1284,116.578835,4.80047,1100,-165.9720733335288,4.402596194621341
mh1285,16.173225,5.7090187,900,-161.8020711638802,2.191063323937329
mh1286,231.76646,6.44147,1500,-159.9653869090652,5.347164251482805
mh1287,47.266922,7.776125,1500,-153.5882710285871,2.731013196377888
mh1288,64.46233,5.633161,500,-151.4652085102634,3.003230153153145
mh1289,92.5264,8.235664,900,-151.6113687576444,2.749152648557694
mh1290,71.73887,6.963861,1100,-154.1476967603051,2.704496170518592
mh1291,130.49232,4.6808324,1000,-154.5962161774766,1.92271396922245
mh1292,288.32028,9.540738,1000,-157.7399795304135,2.16428643006646
mh1293,812.18933,23.73337,2100,-157.9157619825483,2.822167671660782
mh1294,165.56816,12.424693,800,-158.0085990514714,2.409859607035145
mh1295,95.25705,7.965416,800,-158.8311168023673,3.211711507553007
mh1296,242.98514,14.873098,1700,-158.4630598730003,3.084277220387715
mh1297,271.07074,15.8760395,1600,-158.0869213112582,2.556012300060928
mh1298,195.29237,11.223132,800,-160.2158692857981,2.096053842118808
mh1299,754.50586,14.438787,2600,-157.7780902093866,1.602759093998236
mh1300,745.16156,14.702769,2000,-156.286873789895,0.3978832289334261
mh1301,251.1608,9.67206,1600,-160.3501594031476,5.255807905282157
mh1302,151.34157,17.61529,1500,-161.1190430851448,6.022101219583956
mh1303,528.78125,12.318769,1300,-161.4534418482615,6.399432256447034
mh1304,483.0746,12.281662,1500,-160.7938949198424,6.530482506788166
mh1305,702.95294,20.410002,2100,-162.1771984729646,7.09462899841625
mh1306,303.0393,12.272237,2000,-163.5912958123881,7.753427740034981
mh1307,391.566,7.614783,1300,-168.2530465416866,10.76801674144712
mh1308,222.2177,9.398627,1400,-179.9598783771619,12.28520852163266
mh1309,657.96277,11.989694,2100,-175.9213074533578,28.12294508756377
mh1310,76.400955,4.2309213,1000,-159.4391297062091,27.97606134108748
mh1311,352.42987,12.321011,800,-160.9764225887171,27.76265294482885
mh1312,98.47164,3.4008818,900,-156.3025706834283,27.32280165441091
mh1313,72.30534,4.2903543,700,-152.7274617463251,28.59356098035311
mh1314,259.16797,7.3847227,1100,-150.6034402005655,29.85834006914177
mh1315,95.125656,4.186241,900,-150.6783223709629,16.99956783709541
mh1316,124.90326,4.8371067,800,-150.8054550157628,16.9879374616097
mh1317,329.611,5.0964594,1200,-157.8993509119296,16.87184433069713
mh1318,300.6652,16.837797,1400,-157.3455089612352,19.34813727713779
mh1319,201.93874,8.617271,1300,-176.6697806184404,19.13172555061282
mh1320,563.47864,16.096413,1600,-174.2903742361955,18.74078989480338
mh1321,344.87354,13.958177,900,-173.7230099909133,19.23429933573208
mh1322,126.67687,7.306035,1700,-170.2541172756508,17.79751079123319
mh1323,491.24643,10.0551,1900,-176.1452008639769,17.41896976441146
mh1324,152.09572,5.822036,1000,-153.1072541115259,9.673945284553504
mh1325,73.855995,5.6236587,800,-150.2628646606249,10.13641442269718
mh1326,206.69383,9.337947,900,-179.5138351884818,-3.462244618821774
mh1327,171.8017,6.6947737,1000,-179.2496920309266,-3.077887879666025
mh1328,174.02487,9.199091,1400,-179.0836797251256,-2.096212054468097
mh1329,150.03433,3.2195086,800,-175.8904531478667,-0.1500861236508076
mh1330,127.53799,8.599279,1400,-176.3407611434175,-4.305226021275069
mh1331,224.93025,9.390369,1700,-176.5082173847649,-4.774800935385669
mh1332,349.71045,16.549614,1500,-176.1961538170808,-5.201802520626476
mh1333,155.84094,7.5594363,900,-178.1405505508154,-6.825810913221352
mh1334,270.84598,16.054886,1500,-177.6245064827157,-6.743814998396789
mh1335,190.63861,7.567052,800,-176.7714577190393,-7.146917901703107
mh1336,326.27335,14.783264,800,-177.3157745124723,-6.086368955536791
mh1337,241.58995,11.129876,400,-177.3227115162101,-5.831220642807507
mh1338,110.29624,8.051898,1000,-176.6110645003339,-6.972608747491753
mh1339,195.8639,6.5174847,1100,-176.5620978038679,-6.041771209529661
mh1340,251.32965,9.323064,1600,-176.409507357328,-5.522265767529079
mh1341,297.7409,12.724781,1200,-176.7123036831667,-5.679024983768598
mh1342,50.52459,4.460129,900,-176.5927054862894,-1.252148364597325
mh1343,112.87921,4.2521605,1000,-175.4096105579129,-1.270997006406651
mh1344,82.899994,4.3911734,1000,-177.3318842425667,-1.063246578579812
mh1345,528.04596,12.834407,2200,-174.6957132402237,-4.122597820163141
mh1346,214.12349,9.784956,1200,-176.1696987530996,-2.431031736030671
mh1347,240.69048,6.816874,1000,-176.0453612698906,-2.500951045800556
mh1348,287.57263,14.448008,1400,-175.7598720879514,-5.573539094141585
mh1349,298.05652,13.037668,1000,-176.9584423404398,-5.814817791986895
mh1350,262.13315,10.91906,1300,-178.3963803877908,-5.640635053220051
mh1351,154.71922,7.897376,1500,-176.8062192981034,-7.02320458166486
mh1352,165.12892,6.8115377,1000,-178.7798579013966,-9.72457019848885
mh1353,288.86194,12.025824,900,-178.5709634268114,-9.641591271841106
mh1354,263.2831,9.906917,1200,-179.7212328931977,-10.89570217574781
mh1355,153.7716,5.499199,1100,-178.544720638292,-10.49033057700142
mh1356,140.89767,4.459578,900,-178.7061105255343,-10.60551270004809
mh1357,560.05035,22.589645,1000,-178.8799666174012,-12.03348772256708
mh1358,416.4497,24.744467,1500,-178.6125872479516,-12.63494258934151
mh1359,225.51265,8.590346,1400,-176.8972169242251,-10.17374479783435
mh1360,115.58018,5.73101,1200,-176.5063792756511,-9.765403713177143
mh1361,191.31133,6.000683,1200,-176.2834417495227,-10.69090128221242
mh1362,104.596954,7.070218,1400,-175.7560586706459,-10.94501765254919
mh1363,114.60613,5.7516775,1600,-175.8422332474719,-11.17811443362167
mh1364,228.34357,7.273607,900,-176.2625570591908,-10.15172933784214
mh1365,91.672165,4.0503697,800,-176.0176991316421,-10.6796522401923
mh1366,84.96608,4.802625,700,-177.7540757861106,-10.72873765697964
mh1367,226.96448,5.3188353,900,-175.5982456686078,-9.377445282788132
mh1368,263.93646,5.3289046,1000,-175.684752329543,-9.508300383756032
mh1369,163.35457,10.454737,600,-175.4055475816968,-10.90306791944165
mh1370,113.92655,8.661147,700,-175.0235591587009,-10.68883707000394
mh1371,236.99013,8.647196,900,-174.781655474912,-10.73748354360199
mh1372,285.94397,10.75736,1000,-175.7327760696813,-11.31737715209346
mh1373,190.6701,5.35607,1300,-175.5599738197737,-11.11945855597093
mh1374,251.72581,9.214026,600,-175.4683878316497,-11.2990285457049
mh1375,147.76953,7.0122676,1000,-175.504632317229,-11.41978497937617
mh1376,204.0678,8.941954,900,-175.6778810668873,-11.49090988968661
mh1377,196.41608,7.712348,900,-175.7966432244007,-11.50393727932203
mh1378,106.34216,7.0097914,600,-175.7051114498813,-11.65172327141368
mh1379,81.99292,5.327495,800,-175.9200264077369,-11.70914247020492
mh1380,40.176434,4.892241,900,-174.5995589510308,-11.0155882599433
mh1381,86.143906,8.195613,1200,-174.4082490363411,-10.98758163929444
mh1382,364.7681,15.832563,2300,-176.0813404860104,-12.25357725501329
mh1383,48.480583,4.5693784,900,-174.0717913422265,-9.667227803926677
mh1384,118.479866,4.231477,900,-173.8964057653035,-9.492657855539544
mh1385,64.289314,3.6349847,1100,-174.3203486925425,-9.73052018127836
mh1386,161.87523,7.5111456,1000,-173.8799466804745,-9.184672475949045
mh1387,78.2933,3.479207,700,-174.3420927026673,-9.980191638660104
mh1388,162.76149,5.7665005,800,-174.3941276906829,-10.27177464086727
mh1389,252.62077,10.305791,1100,-173.6444030364519,-10.43022925342198
mh1390,219.63329,8.791231,800,-173.7358010907889,-10.30548941501539
mh1391,366.30753,14.351691,1100,-172.9923927880689,-4.504365504296977
mh1392,433.5577,16.048382,1000,-172.8504888311245,-4.376409066959538
mh1393,100.35711,5.9342866,1300,-172.8895125375913,-3.809100391546862
mh1394,172.20059,7.8763723,1600,-172.5506184300125,-3.72606308994367
mh1395,209.37454,15.645421,1800,-173.7872257254452,-4.856937134916127
mh1396,115.798805,4.449913,900,-170.7891952262163,-6.599614778482723
mh1397,107.75454,4.745002,900,-170.8908754935562,-6.758954698926416
mh1398,83.308655,3.7438598,1100,-171.0117722716109,-7.577035459855823
mh1399,125.16531,5.3549247,1200,-171.3346449966224,-7.426942117814508
mh1400,250.67268,7.7735105,1400,-171.5733997347344,-7.516490679062736
mh1401,361.50607,8.935816,1100,-170.4864479921429,-7.273634915779783
mh1402,164.36372,8.466593,1300,-173.100397809396,-7.527091681621052
mh1403,230.58157,7.737526,1100,-172.6380042622041,-7.523584294338373
mh1404,331.18445,11.030266,2400,-172.0146888680951,-8.045930924344704
mh1405,312.38373,7.494431,1500,-172.6161862032258,-8.922665877064684
mh1406,177.03569,8.836839,1300,-174.9409639267669,-7.145284623183341
mh1407,128.09143,8.570729,1600,-172.5241384707884,-7.238219061940065
mh1408,203.98528,10.966723,1900,-176.0716757164848,-4.899946896271125
mh1409,318.9074,10.4511385,1300,-175.7185341490443,-7.320839627669305
mh1410,272.2779,9.2789,1300,-174.9008501565384,-7.874375693858664
mh1411,287.89587,10.303034,700,-174.7597229281718,-9.579791327153982
mh1412,106.42143,5.712426,900,-172.9119398857614,-9.744887020955922
mh1413,118.54918,5.1683145,900,-173.0625549262013,-9.931774062298938
mh1414,179.54355,7.310242,1000,-171.6167581344272,-10.24715741557218
mh1415,326.09055,8.00651,1600,-171.754991810125,-10.37877634652624
mh1416,144.24294,11.517362,700,-172.7472326616869,-10.82203388640306
mh1417,240.08275,19.167522,1400,-173.0565132017123,-10.7900399173249
mh1418,236.53334,21.72944,1300,-173.2001485723667,-10.69077044399705
mh1419,25.241482,6.1495275,1300,-172.9915271599067,-11.49185880865135
mh1420,20.349915,4.55423,1100,-172.4146780137855,-11.54052811906271
mh1421,14.911785,5.359959,900,-173.1730217445389,-11.60835313454534
mh1422,33.530434,4.9216495,900,-172.1774244003967,-11.35065921805871
mh1423,24.762966,3.9275405,600,-171.9756839635065,-11.44932700304564
mh1424,43.81271,3.2577028,900,-172.6357735799309,-12.46897431784872
mh1425,89.90941,6.0276704,600,-172.8214087450713,-12.89239103013765
mh1426,208.74889,10.320391,1000,-172.7569152500276,-9.077023429906667
mh1427,310.00638,17.05453,900,-172.8545790319427,-9.288003380288362
mh1428,231.31201,6.835628,1500,-170.8978209130771,-9.774454027273936
mh1429,129.186,6.3559833,700,-171.0342461164317,-8.760824643489602
mh1430,108.95517,7.8120646,1000,-170.9122175673543,-8.687978935658418
mh1431,267.68423,8.34353,1300,-170.7233716040726,-8.551753612208332
mh1432,160.40747,6.535192,1200,-170.1017675273955,-8.901289331226447
mh1433,136.29532,7.108778,600,-171.0238422428548,-8.563546442868505
mh1434,242.24837,10.3881645,600,-170.8096638461764,-8.305925254157946
mh1435,143.6971,6.4841614,1200,-170.9486517069386,-8.428315396431213
mh1436,29.175655,4.268628,800,-170.1435384833381,-11.47037228003039
mh1437,99.48803,5.931233,1300,-169.6121592114104,-11.15419608157536
mh1438,245.7232,12.764894,1600,-170.5004347150242,-9.108861303224392
mh1439,413.31564,13.961088,2300,-170.5325576704043,-8.871254767882782
mh1440,554.4211,10.839747,1600,-170.9695550410499,-9.366294902274127
mh1441,188.31209,8.54729,600,-171.5310581960053,-10.14491423376235
mh1442,142.09903,7.999523,700,-171.7084466048407,-9.997704847835644
mh1443,139.85811,5.1874933,1000,-169.2440738240047,-9.914981925505115
mh1444,214.69104,9.330497,1300,-166.5858275227556,-11.0952721345253
mh1445,506.21558,11.502354,1400,-168.5534633687357,-10.60592660423387
mh1446,291.1032,8.655701,900,-168.5753306989607,-10.77322583628957
mh1447,383.36755,11.593567,1000,-168.7581888543764,-10.61802176470783
mh1448,693.56104,12.080472,1100,-168.7625383333004,-10.78939644940025
mh1449,198.41719,5.509254,1100,-168.6291131371802,-6.747669915645417
mh1450,217.56467,10.763777,1300,-169.3393503426682,-8.61823191505478
mh1451,391.03537,12.186953,1600,-168.285555272785,-7.511001588348633
mh1452,208.06459,9.55275,1600,-167.3527286767076,-8.414863906783708
mh1453,245.83832,10.25506,900,-169.569004749468,-9.334222722656111
mh1454,346.01877,11.991279,1800,-169.6423247874596,-9.600945667816047
mh1455,93.20653,5.243646,1200,-166.2721151425799,-1.091471150591383
mh1456,109.3374,4.0272527,800,-166.4221285973867,-1.197447865421219
mh1457,100.55981,4.428232,700,-166.5187270896533,-1.346644903608054
mh1458,176.83334,13.079727,900,-166.9544636842622,-1.727947474607644
mh1459,283.3764,13.957617,900,-167.1378335844624,-1.645915593201897
mh1460,132.35825,6.3166428,1100,-168.9594247425959,-2.918978289569425
mh1461,252.21066,9.000297,1400,-168.2270962347289,-3.285499234311796
mh1462,155.00735,6.0393806,1200,-164.2087493259979,-0.2599864947031956
mh1463,36.302704,3.3272345,900,-162.9050038346395,-1.114679431529541
mh1464,41.188843,3.362361,1000,-162.3364871799656,-1.451364708982173
mh1465,276.79303,10.735916,900,-165.362854765602,-2.260809225139359
mh1466,112.48503,6.4857445,1200,-161.8628626841644,-3.01681118256351
mh1467,185.93707,5.391502,1200,-161.5644770800628,-3.122967456684352
mh1468,108.14474,3.9121747,1300,-161.4468965341092,-3.085725618443924
mh1469,139.76726,4.9413247,1000,-161.9754767800691,-3.723972757176479
mh1470,72.377014,4.583494,900,-161.6765667502551,-2.844432043393686
mh1471,42.72284,2.9849744,800,-162.9563872797815,-2.286224176102172
mh1472,97.03211,3.3623056,700,-161.8958072795138,-2.543130888831834
mh1473,105.91939,5.6126437,1000,-161.9774974401015,-4.76191642988216
mh1474,447.84454,10.173739,1900,-163.6077343757206,-4.648214395733396
mh1475,261.362,15.110819,800,-164.3042080863269,-3.964155743904195
mh1476,405.39752,17.26398,700,-164.3362484141281,-4.114967529573688
mh1477,372.6777,16.376184,900,-164.0847864389669,-4.22584238519164
mh1478,393.03415,9.394145,1200,-163.5655724791768,-3.962306436773766
mh1479,340.39877,18.183022,1900,-164.0753490897042,-3.891668239007713
mh1480,182.6577,5.5259514,900,-167.0010424136577,-6.444316355676636
mh1481,100.22137,6.6502614,1000,-167.0080746851237,-6.583094605627207
mh1482,57.470657,6.0648127,1200,-167.0853869275485,-6.746739571544543
mh1483,71.57563,6.4422035,700,-167.1132109153707,-6.88995264281833
mh1484,90.42123,4.09703,1000,-167.826176607721,-6.635181099476437
mh1485,250.07472,10.989777,1400,-167.5910649741264,-6.205109974817034
mh1486,276.1223,8.760701,1000,-168.6113722951816,-8.432999789722082
mh1487,115.730934,7.4666953,1500,-167.3913460700759,-9.980956357282894
mh1488,427.81317,16.158636,1200,-167.9329453449808,-10.51955571915128
mh1489,304.04013,9.390442,800,-168.3658043035985,-10.68125975796451
mh1490,222.63957,12.895852,1100,-167.1286001753026,-10.27291101157693
mh1491,108.72352,6.764617,1200,-165.6805337474543,-10.64620995034728
mh1492,162.00862,7.1494412,1600,-166.0790447097499,-9.170712389767337
mh1493,163.93045,9.420222,1400,-165.9051298138137,-9.848150948295013
mh1494,370.04535,12.047875,1000,-168.235844692867,-10.46261632552569
mh1495,331.83908,12.612235,1100,-168.5538184519109,-10.47244730843927
mh1496,439.73892,13.677855,1200,-165.599061083577,-11.55772632219652
mh1497,343.1817,8.510053,1100,-165.2227296001342,-11.92250817161014
mh1498,316.16516,8.4845085,800,-165.540396966012,-11.74647781673679
mh1499,267.79715,5.1050854,800,-165.5133277825345,-11.89528442111389
mh1500,157.35449,12.101937,700,-164.7109185570102,-11.63490764790395
mh1501,523.55,8.765076,900,-164.474220447979,-12.11872503470885
mh1502,217.68393,8.265466,1000,-164.3943191325393,-12.02709827178712
mh1503,276.92368,6.5127487,1000,-164.7012228746,-12.08421374073511
mh1504,302.1467,11.462421,1300,-166.4272865355807,-0.8326185471747585
mh1505,274.94012,10.491106,1700,-164.9148910939421,-0.8506366334427574
mh1506,305.09018,14.012563,2200,-167.4251036404081,-0.3414895066172674
mh1507,129.01913,4.4035506,1200,-165.1644929143629,-2.391478723193611
mh1508,78.538704,4.0316324,1100,-163.524102649896,-0.8128412069993314
mh1509,103.500755,5.499025,1100,-163.6475640017667,-0.933954820034966
mh1510,151.3193,7.1519594,1500,-165.3405078510175,-1.509997384913977
mh1511,208.72446,8.432151,900,-165.1567019975043,-1.494712401066298
mh1512,210.05792,9.212262,1300,-162.0002975113826,-3.938999859370639
mh1513,230.90282,12.777924,1400,-165.3855363683675,-8.79028234827181
mh1514,288.04953,5.8841624,1100,-165.2382267672909,-9.853803382442042
mh1515,385.67343,5.7046127,900,-162.679443822814,-13.51819094566117
mh1516,161.76953,6.3171906,1700,-164.0806746024564,-14.28331191349114
mh1517,391.2493,9.588494,1200,-162.3155773586476,-13.66039518501674
mh1518,251.67152,7.216754,1000,-162.2619122245768,-13.79885626778543
mh1519,392.2733,12.655585,1000,-162.5588405982595,-13.9317196923498
mh1520,87.976166,3.8636618,1100,-162.5328528871937,-17.12266041593582
mh1521,98.2617,3.5121171,700,-162.8290850127921,-16.79256460944106
mh1522,134.76022,4.424126,1000,-165.2458412732968,-16.47815835808283
mh1523,192.87373,7.2667584,1700,-167.2745610010322,-18.73665606724918
mh1524,83.285484,2.8607373,900,-167.8761047751376,-18.57720071109613
mh1525,157.44263,4.6462464,1500,-168.116161273609,-19.02682693849409
mh1526,673.96765,16.442255,1700,-170.1365890481309,-19.35043511309639
mh1527,793.09143,7.692545,1400,-169.472507277693,-19.46094673821976
mh1528,181.54285,5.65852,1000,-169.7208665752423,-17.96741836077446
mh1529,129.87553,5.27537,1000,-169.5413775337043,-17.71986431555298
mh1530,129.96205,6.030057,1100,-166.5254300394781,-17.14282032435481
mh1531,180.08305,6.033735,1000,-166.7215485737572,-17.02056470389095
mh1532,122.11578,6.1476173,1300,-167.8203690046565,-15.50936295419737
mh1533,163.78568,8.787085,1100,-167.8630062174254,-15.75290775171349
mh1534,136.51395,7.0267954,1100,-167.7482057441981,-15.31826789734774
mh1535,117.01971,6.593238,1900,-167.7295703917912,-15.13918974021927
mh1536,119.76483,4.345021,500,-166.6692195011138,-14.48671093824905
mh1537,100.66695,5.149291,900,-167.487788389666,-14.38766325948749
mh1538,130.64543,5.829676,900,-165.6318793262141,-20.82235568933469
mh1539,112.503136,6.4964547,1200,-165.0640047295292,-19.67774893086371
mh1540,64.52314,4.0579057,800,-164.9684138377975,-19.58637198365299
mh1541,115.66705,7.061059,1300,-164.952919331991,-19.99291364031055
mh1542,74.82859,4.910336,900,-164.7469634795663,-19.87698338445238
mh1543,75.37009,4.3121266,900,-164.6068490070414,-19.72428612034454
mh1544,123.549515,6.6026406,900,-164.1043124273098,-20.11651139251973
mh1545,146.28188,8.091069,1000,-164.4517453364913,-20.69391757735385
mh1546,97.07555,4.3231378,1100,-164.3416998434058,-18.97497269692542
mh1547,177.63943,5.529917,1100,-163.5324938599981,-19.30016635813658
mh1548,64.336006,3.4039853,900,-163.2498059695701,-19.31427171462075
mh1549,89.59269,4.5236835,1100,-165.5378900465545,-20.68289816346768
mh1550,255.87843,13.976458,1300,-164.6069170950387,-20.94933986298693
mh1551,90.53126,5.3439946,1300,-165.3768010469184,-22.74074223181115
mh1552,122.13967,4.455028,1100,-165.4231588163043,-23.61547637338922
mh1553,80.712296,2.9712586,1200,-166.0928651734386,-23.3760545177777
mh1554,143.8636,5.7524624,1100,-165.1915174936241,-23.79199506592436
mh1555,291.8069,11.960478,1100,-165.6914660454492,-23.28677473388642
mh1556,205.09215,8.095108,1000,-165.9865466911617,-23.24068583999914
mh1557,97.614876,4.1993833,1100,-166.4262121002594,-22.49944029647153
mh1558,69.64817,4.0918403,1000,-166.2241949871806,-22.54707066523925
mh1559,77.636696,3.6765199,1200,-165.8853790324895,-22.30466915153694
mh1560,207.72905,10.300834,1100,-165.5485406483295,-23.16536922497254
mh1561,94.2193,5.3446875,1100,-165.1157480156596,-23.67423260479954
mh1562,111.087135,4.6062765,1100,-166.4749935799203,-22.94869867661123
mh1563,142.29231,3.7101364,900,-166.3483473024407,-23.24333413675079
mh1564,79.585144,3.4526918,900,-165.4643119860906,-24.17031064427459
mh1565,59.11433,3.457783,1000,-165.9619372325333,-23.60905360570251
mh1566,75.987595,3.6226358,700,-165.7387710170249,-23.87109794765362
mh1567,298.69937,11.562534,800,-165.5875257776414,-23.32301116832828
mh1568,114.00383,4.9899955,1000,-164.7987034790041,-22.76242380494324
mh1569,164.01335,8.768515,1400,-164.9116352023584,-22.57196639135654
mh1570,153.9895,7.310134,1200,-164.8396258735704,-22.44812788579691
mh1571,82.32303,3.637875,900,-163.7911981871464,-23.14606417827895
mh1572,142.82657,5.3175316,1000,-163.8054044070745,-22.57009209675018
mh1573,86.76431,4.7406387,1000,-165.5038008959868,-21.54313970736785
mh1574,100.56994,5.427444,1400,-165.4677325387074,-22.02794551238678
mh1575,312.1948,15.539965,1200,-165.7207562342557,-23.03261531027981
mh1576,445.5861,14.712613,2200,-164.5427876610348,-23.96206881453654
mh1577,776.2482,27.661362,1700,-164.5366701101145,-24.31180699582864
mh1578,410.48944,8.910075,900,-164.4031587689341,-24.45128861187027
mh1579,110.5536,4.788937,1200,-164.053050816962,-24.98594933087344
mh1580,78.945915,3.826714,1000,-164.4589068414799,-25.56754164504397
mh1581,118.45923,4.284916,900,-164.433439386666,-25.39310339175494
mh1582,86.26915,4.8055434,1200,-164.7668262198443,-25.59471641138649
mh1583,109.514404,4.159586,1000,-164.2476940852916,-25.23010055010212
mh1584,69.16459,3.4795837,600,-166.1662652232579,-23.83952313019782
mh1585,163.40996,5.3350945,1000,-165.7423031943665,-22.73669428264344
mh1586,81.06738,2.7884986,900,-166.1378519201717,-22.2968838206476
mh1587,200.05833,8.318902,600,-165.4216478621589,-23.29256568007504
mh1588,151.09236,6.472239,800,-164.9267605967793,-22.92167022610061
mh1589,57.78412,2.7593124,700,-166.9028961153101,-22.90466754072211
mh1590,112.16071,4.2573647,1000,-166.2462312820803,-23.09130229139377
mh1591,76.908066,5.076206,1000,-166.1665782118966,-22.96424915484455
mh1592,50.073223,2.4552374,900,-167.39579602717,-23.16033179169778
mh1593,78.53907,3.4539244,900,-165.4564031118693,-24.55966417360609
mh1594,72.8729,2.3701444,800,-165.8146543095459,-25.07379902598437
mh1595,81.54517,2.822587,900,-165.9001069141552,-25.89853940755675
mh1596,164.12737,15.297151,1800,-173.3081107286785,-25.60280906241032
mh1597,101.33477,5.751535,900,-173.1649769759811,-25.26994253287937
mh1598,84.896225,3.6166964,400,-174.3201080547444,-25.02936303248659
mh1599,80.94902,3.3039095,700,-174.0108174264447,-24.59410719361915
mh1600,71.081184,2.407441,900,-173.5939250897758,-24.22469646644458
mh1601,269.52588,9.391682,1500,-170.2263122521549,-25.99693109252093
mh1602,95.8018,3.9468083,600,-170.2636561116005,-25.01796069149005
mh1603,178.61276,10.653716,1300,-169.4692660112653,-24.14157727387783
mh1604,151.50246,8.264748,1200,-169.4032131160931,-24.01696633004503
mh1605,159.21843,4.621785,600,-167.6072011355253,-20.5112781699214
mh1606,104.543205,3.8548665,1000,-167.5488856467521,-20.66268581239399
mh1607,99.79281,5.7635384,1000,-167.3587919053854,-20.54381917809811
mh1608,44.782772,3.6858733,1300,-167.4998060973787,-21.20684626081129
mh1609,67.338486,3.642832,900,-166.9687177473971,-21.46430530628846
mh1610,104.29888,4.002554,800,-169.5246179674082,-17.5920187412735
mh1611,268.1175,7.300995,1400,-168.5506976325395,-18.23104033862127
mh1612,206.56679,5.046392,1000,-168.8006868184631,-16.57278469877697
mh1613,1053.3348,31.428896,800,-172.5613307040116,-18.68676193041927
mh1614,643.44965,8.4069805,1700,-172.5757498472167,-14.37544018395659
mh1615,328.67822,5.8872833,1100,-172.7544409023934,-14.50060508626038
mh1616,57.438442,2.4441953,900,-170.0433270928764,-15.7084214660949
mh1617,250.49315,5.8902197,700,-171.4403860491532,-16.8831080311355
mh1618,198.8939,7.125537,600,-171.3643249725237,-16.69352750855374
