226249497.566453	199376.203590	-527.623112
226261701.173744	200962.504711	-532.748042
226273900.937841	202937.153444	-538.600721
226286101.418952	204979.307282	-544.321412
226298298.057008	206214.526108	-547.377640
226310490.852077	206013.673973	-546.013492
226322684.364370	204319.241667	-540.268328
226334874.033814	201255.181975	-530.769791
226347059.860480	197279.495335	-518.889759
226359246.404578	193357.400495	-507.274577
226371429.106036	190681.549750	-499.313717
226383607.964925	189471.790502	-495.750990
226395787.541453	189085.924957	-494.669837
226407963.275551	189329.780369	-495.620844
226420135.167288	190818.347188	-500.203619
226432305.496801	193259.037000	-507.504394
226444471.984093	195713.089916	-514.596836
226456634.629232	197463.116475	-519.401694
226468795.712357	198090.246527	-520.906851
226480952.953468	197155.735243	-517.774817
226493106.352635	194424.737298	-509.354313
226505258.189997	190268.828021	-496.818490
226517406.185552	185908.181741	-483.549940
226529550.339371	182556.956535	-473.130949
226541695.211663	180991.512162	-467.952103
226553836.242358	181019.383434	-467.396167
226565973.431524	181926.283124	-469.408966
226578111.339373	183035.620414	-472.326566
226590245.405831	183998.623111	-475.333449
226602375.630969	184858.989191	-478.518742
226614506.574997	185715.706769	-482.065397
226626633.677845	186425.304386	-485.309633
226638756.939581	187153.831634	-488.538158
226650880.920414	187787.873012	-491.349297
226663001.060276	188163.040307	-493.440335
226675117.359235	188203.974724	-494.347947
226687232.097429	187949.891796	-494.180439
226699714.610415	189241.623492	-498.503639
226712193.270832	190604.249251	-502.711957
226724670.358819	191687.090635	-505.891945
226737143.594374	192414.518444	-507.906767
226749612.977568	192429.669077	-507.839504
226762080.788541	191689.693236	-505.620775
226774544.747291	190985.733768	-503.483440
226787004.853887	190657.777445	-502.427617
226799465.668541	190481.108244	-501.726040
226811922.631180	190437.582525	-501.140329
226824375.741875	190395.074815	-500.263008
226836829.560833	190343.193957	-499.637651
226849279.527986	190622.566085	-500.702963
226861725.643403	190925.190318	-502.568540
226874172.467292	190638.454950	-503.168078
226886615.439583	190093.817502	-503.186118
226899054.560347	189712.167375	-503.638472
226911494.389792	189398.793568	-504.246170
226923930.367849	189052.081457	-504.871678
226936362.494585	188792.081177	-505.590274
226948795.330209	188647.327126	-506.358821
226961224.314654	188682.882929	-507.372341
226973649.447988	188350.782041	-506.758738
226986073.010349	187464.813193	-503.887401
226998492.721738	186570.667119	-500.601582
227010908.582224	186103.452271	-498.584385
227023322.871947	186206.177144	-498.404800
227035733.310905	186549.143504	-499.073927
227048139.899168	186588.838132	-498.978615
227060547.196947	186637.878079	-498.860605
227072950.644169	187619.602739	-501.264844
227085350.240905	189355.120075	-505.654367
227097750.547363	190423.991967	-508.359864
227110147.003474	189338.641282	-505.234981
227122539.609308	185635.044689	-494.862610
227134932.925072	180442.669644	-480.434568
227147322.390697	175795.132318	-467.913029
227159708.006252	173036.530407	-461.191684
227172094.331947	172308.028521	-460.654989
227184476.807712	172688.755522	-463.425235
227196855.433615	172869.448302	-465.115753
227209234.769864	172302.875901	-463.911882
227221610.256392	171244.525587	-460.719895
227233981.893268	170329.975922	-457.379100
227246351.960629	170127.391794	-455.197936
227258718.178476	170635.806618	-454.236314
227271080.546878	171071.304847	-452.413755
227283441.345977	170991.232249	-448.468477
227295798.295768	170768.978817	-443.663473
227308151.396323	170767.344803	-439.294747
227320505.207851	171074.317839	-435.992005
227332855.170282	171723.599438	-434.835669
227345201.283684	172502.962658	-437.497848
227357548.108268	172989.663251	-446.548159
227369891.083962	172245.117815	-463.212440
