,lat,lon,cluster
299,-18.460416666666674,-112.41041666666666,7
300,-18.460416666666674,-112.40625,7
301,-18.460416666666674,-112.40208333333334,7
302,-18.460416666666674,-112.39791666666667,7
303,-18.460416666666674,-112.39375,7
304,-18.460416666666674,-112.38125,7
305,-18.460416666666674,-112.36875,7
306,-18.44791666666667,-112.50625,44
307,-18.44791666666667,-112.49375,44
308,-18.44791666666667,-112.48125,75
309,-18.44791666666667,-112.47708333333334,75
310,-18.44791666666667,-112.47291666666666,75
311,-18.44791666666667,-112.46875,75
312,-18.44791666666667,-112.46458333333334,75
313,-18.44791666666667,-112.46041666666667,75
314,-18.44791666666667,-112.45625,75
315,-18.44791666666667,-112.44375,75
316,-18.44791666666667,-112.43125,7
317,-18.44791666666667,-112.41875,7
318,-18.44791666666667,-112.41458333333334,7
319,-18.44791666666667,-112.41041666666666,7
320,-18.44791666666667,-112.40625,7
321,-18.44791666666667,-112.40208333333334,7
322,-18.44791666666667,-112.39791666666667,7
323,-18.44791666666667,-112.39375,7
324,-18.44791666666667,-112.38125,7
325,-18.44791666666667,-112.36875,7
326,-18.443749999999994,-112.50625,44
327,-18.443749999999994,-112.49375,44
328,-18.443749999999994,-112.48125,44
329,-18.443749999999994,-112.47708333333334,44
330,-18.443749999999994,-112.47291666666666,44
331,-18.443749999999994,-112.46875,44
332,-18.443749999999994,-112.46458333333334,75
333,-18.443749999999994,-112.46041666666667,75
334,-18.443749999999994,-112.45625,75
335,-18.443749999999994,-112.44375,75
336,-18.443749999999994,-112.43125,7
337,-18.443749999999994,-112.41875,7
338,-18.443749999999994,-112.41458333333334,7
339,-18.443749999999994,-112.41041666666666,7
340,-18.443749999999994,-112.40625,7
341,-18.443749999999994,-112.40208333333334,7
342,-18.443749999999994,-112.39791666666667,7
343,-18.443749999999994,-112.39375,7
344,-18.443749999999994,-112.38125,7
345,-18.43958333333333,-112.50625,44
346,-18.43958333333333,-112.49375,44
347,-18.43958333333333,-112.48125,44
348,-18.43958333333333,-112.47708333333334,44
349,-18.43958333333333,-112.47291666666666,44
350,-18.43958333333333,-112.46875,44
351,-18.43958333333333,-112.46458333333334,44
352,-18.43958333333333,-112.46041666666667,44
353,-18.43958333333333,-112.45625,44
354,-18.43958333333333,-112.44375,75
355,-18.43958333333333,-112.43125,7
356,-18.43958333333333,-112.40625,7
357,-18.43958333333333,-112.40208333333334,7
358,-18.43958333333333,-112.39791666666667,7
359,-18.43958333333333,-112.39375,7
360,-18.43958333333333,-112.38125,7
361,-18.43541666666667,-112.50625,44
362,-18.43541666666667,-112.49375,44
363,-18.43541666666667,-112.48125,44
364,-18.43541666666667,-112.47708333333334,44
365,-18.43541666666667,-112.47291666666666,44
366,-18.43541666666667,-112.46875,44
367,-18.43541666666667,-112.46458333333334,44
368,-18.43541666666667,-112.46041666666667,44
369,-18.43541666666667,-112.45625,44
370,-18.43541666666667,-112.44375,44
371,-18.43541666666667,-112.43125,75
372,-18.43541666666667,-112.39791666666667,7
373,-18.43541666666667,-112.39375,7
374,-18.42708333333333,-112.50625,44
375,-18.42708333333333,-112.49375,44
376,-18.42708333333333,-112.48125,44
377,-18.42708333333333,-112.47708333333334,44
378,-18.42708333333333,-112.47291666666666,44
379,-18.42708333333333,-112.46875,44
380,-18.42708333333333,-112.46458333333334,44
381,-18.42708333333333,-112.46041666666667,44
382,-18.42708333333333,-112.45625,44
383,-18.42708333333333,-112.44375,44
384,-18.422916666666666,-112.49375,44
385,-18.422916666666666,-112.48125,44
386,-18.422916666666666,-112.47708333333334,44
387,-18.422916666666666,-112.47291666666666,44
388,-18.422916666666666,-112.46875,44
389,-18.422916666666666,-112.46458333333334,44
390,-18.422916666666666,-112.46041666666667,44
391,-18.422916666666666,-112.45625,44
392,-18.422916666666666,-112.44375,44
393,-18.418750000000003,-112.48125,44
394,-18.418750000000003,-112.47708333333334,44
395,-18.418750000000003,-112.47291666666666,44
396,-18.418750000000003,-112.46875,44
397,-18.418750000000003,-112.46458333333334,44
398,-18.418750000000003,-112.46041666666667,44
399,-18.418750000000003,-112.45625,44
400,-18.41458333333334,-112.46041666666667,44
401,-18.41458333333334,-112.45625,44
402,-18.410416666666663,-112.46458333333334,44
403,-18.410416666666663,-112.46041666666667,44
404,-18.410416666666663,-112.45625,44
405,-18.40625,-112.46041666666667,44
406,-18.40625,-112.45625,44
407,-18.402083333333337,-112.45625,44
408,-18.397916666666674,-112.45625,44
409,-18.32291666666667,-111.66458333333334,58
410,-18.32291666666667,-111.66041666666666,58
411,-18.32291666666667,-111.65625,58
412,-18.32291666666667,-111.65208333333334,58
413,-18.32291666666667,-111.64791666666667,58
414,-18.32291666666667,-111.64375,58
415,-18.32291666666667,-111.63125,58
416,-18.318749999999994,-111.73125,0
417,-18.318749999999994,-111.72708333333334,0
418,-18.318749999999994,-111.71875,0
419,-18.318749999999994,-111.71458333333334,0
420,-18.318749999999994,-111.71041666666667,0
421,-18.318749999999994,-111.70625,0
422,-18.318749999999994,-111.69375,96
423,-18.318749999999994,-111.68125,96
424,-18.318749999999994,-111.66875,58
425,-18.318749999999994,-111.66458333333334,58
426,-18.318749999999994,-111.66041666666666,58
427,-18.318749999999994,-111.65625,58
428,-18.318749999999994,-111.65208333333334,58
429,-18.318749999999994,-111.64791666666667,58
430,-18.318749999999994,-111.64375,58
431,-18.318749999999994,-111.63125,58
432,-18.31458333333333,-111.74375,0
433,-18.31458333333333,-111.73125,0
434,-18.31458333333333,-111.72708333333334,0
435,-18.31458333333333,-111.72291666666666,0
436,-18.31458333333333,-111.71875,0
437,-18.31458333333333,-111.71458333333334,0
438,-18.31458333333333,-111.71041666666667,0
439,-18.31458333333333,-111.70625,0
440,-18.31458333333333,-111.69375,96
441,-18.31458333333333,-111.68125,96
442,-18.31458333333333,-111.66875,58
443,-18.31458333333333,-111.66458333333334,58
444,-18.31458333333333,-111.66041666666666,58
445,-18.31458333333333,-111.65625,58
446,-18.31458333333333,-111.65208333333334,58
447,-18.31458333333333,-111.64791666666667,58
448,-18.31458333333333,-111.64375,58
449,-18.31458333333333,-111.63125,58
450,-18.31041666666667,-111.74375,0
451,-18.31041666666667,-111.73125,0
452,-18.31041666666667,-111.72708333333334,0
453,-18.31041666666667,-111.72291666666666,0
454,-18.31041666666667,-111.71875,0
455,-18.31041666666667,-111.71458333333334,0
456,-18.31041666666667,-111.71041666666667,0
457,-18.31041666666667,-111.70625,0
458,-18.31041666666667,-111.69375,96
459,-18.31041666666667,-111.68125,96
460,-18.31041666666667,-111.66875,58
461,-18.31041666666667,-111.66458333333334,58
462,-18.31041666666667,-111.66041666666666,58
463,-18.31041666666667,-111.65625,58
464,-18.31041666666667,-111.65208333333334,58
465,-18.31041666666667,-111.64791666666667,58
466,-18.31041666666667,-111.64375,58
467,-18.31041666666667,-111.63125,58
468,-18.30208333333333,-111.75625,0
469,-18.30208333333333,-111.74375,0
470,-18.30208333333333,-111.73125,0
471,-18.30208333333333,-111.72708333333334,0
472,-18.30208333333333,-111.72291666666666,0
473,-18.30208333333333,-111.71875,0
474,-18.30208333333333,-111.71458333333334,0
475,-18.30208333333333,-111.71041666666667,0
476,-18.30208333333333,-111.70625,0
477,-18.30208333333333,-111.69375,96
478,-18.30208333333333,-111.68125,96
479,-18.30208333333333,-111.66875,96
480,-18.30208333333333,-111.66458333333334,58
481,-18.30208333333333,-111.66041666666666,58
482,-18.30208333333333,-111.65625,58
483,-18.30208333333333,-111.65208333333334,58
484,-18.30208333333333,-111.64791666666667,58
485,-18.30208333333333,-111.64375,58
486,-18.30208333333333,-111.63125,58
487,-18.297916666666666,-111.75625,0
488,-18.297916666666666,-111.74375,0
489,-18.297916666666666,-111.73125,0
490,-18.297916666666666,-111.72708333333334,0
491,-18.297916666666666,-111.72291666666666,0
492,-18.297916666666666,-111.71875,0
493,-18.297916666666666,-111.71458333333334,0
494,-18.297916666666666,-111.71041666666667,0
495,-18.297916666666666,-111.70625,0
496,-18.297916666666666,-111.69375,96
497,-18.297916666666666,-111.68125,96
498,-18.297916666666666,-111.66875,96
499,-18.297916666666666,-111.66458333333334,58
500,-18.297916666666666,-111.66041666666666,58
501,-18.297916666666666,-111.65625,58
502,-18.297916666666666,-111.65208333333334,58
503,-18.297916666666666,-111.64791666666667,58
504,-18.297916666666666,-111.64375,58
505,-18.297916666666666,-111.63125,58
506,-18.293750000000003,-111.75625,0
507,-18.293750000000003,-111.74375,0
508,-18.293750000000003,-111.73125,0
509,-18.293750000000003,-111.72708333333334,0
510,-18.293750000000003,-111.72291666666666,0
511,-18.293750000000003,-111.71875,0
512,-18.293750000000003,-111.71458333333334,0
513,-18.293750000000003,-111.71041666666667,0
514,-18.293750000000003,-111.70625,0
515,-18.293750000000003,-111.69375,96
516,-18.293750000000003,-111.68125,96
517,-18.293750000000003,-111.66875,96
518,-18.293750000000003,-111.66458333333334,96
519,-18.293750000000003,-111.66041666666666,58
520,-18.293750000000003,-111.65625,58
521,-18.293750000000003,-111.65208333333334,58
522,-18.293750000000003,-111.64791666666667,58
523,-18.293750000000003,-111.64375,58
524,-18.293750000000003,-110.93125,32
525,-18.293750000000003,-110.91875,32
526,-18.28958333333334,-111.75625,0
527,-18.28958333333334,-111.74375,0
528,-18.28958333333334,-111.73125,0
529,-18.28958333333334,-111.72708333333334,0
530,-18.28958333333334,-111.72291666666666,0
531,-18.28958333333334,-111.71875,0
532,-18.28958333333334,-111.71458333333334,0
533,-18.28958333333334,-111.71041666666667,0
534,-18.28958333333334,-111.70625,0
535,-18.28958333333334,-111.69375,96
536,-18.28958333333334,-111.68125,96
537,-18.28958333333334,-111.66875,96
538,-18.28958333333334,-111.66458333333334,96
539,-18.28958333333334,-111.66041666666666,58
540,-18.28958333333334,-111.65625,58
541,-18.28958333333334,-111.65208333333334,58
542,-18.28958333333334,-111.64791666666667,58
543,-18.28958333333334,-111.64375,58
544,-18.28958333333334,-110.93125,32
545,-18.28958333333334,-110.91875,32
546,-18.28958333333334,-110.91458333333334,32
547,-18.28958333333334,-110.91041666666666,32
548,-18.28958333333334,-110.90625,32
549,-18.28958333333334,-110.90208333333334,32
550,-18.285416666666663,-111.75625,0
551,-18.285416666666663,-111.74375,0
552,-18.285416666666663,-111.73125,0
553,-18.285416666666663,-111.72708333333334,0
554,-18.285416666666663,-111.72291666666666,0
555,-18.285416666666663,-111.71875,0
556,-18.285416666666663,-111.71458333333334,0
557,-18.285416666666663,-111.71041666666667,0
558,-18.285416666666663,-111.70625,0
559,-18.285416666666663,-111.69375,96
560,-18.285416666666663,-111.68125,96
561,-18.285416666666663,-110.94375,32
562,-18.285416666666663,-110.93125,32
563,-18.285416666666663,-110.91875,32
564,-18.285416666666663,-110.91458333333334,32
565,-18.285416666666663,-110.91041666666666,32
566,-18.285416666666663,-110.90625,32
567,-18.285416666666663,-110.90208333333334,32
568,-18.285416666666663,-110.89791666666667,32
569,-18.285416666666663,-110.89375,32
570,-18.28125,-111.75625,0
571,-18.28125,-111.74375,0
572,-18.28125,-111.73125,0
573,-18.28125,-111.72708333333334,0
574,-18.28125,-111.72291666666666,0
575,-18.28125,-111.71875,0
576,-18.28125,-111.71458333333334,0
577,-18.28125,-111.71041666666667,0
578,-18.28125,-111.70625,0
579,-18.28125,-111.69375,96
580,-18.28125,-111.68125,96
581,-18.28125,-111.14375,23
582,-18.28125,-110.95625,84
583,-18.28125,-110.94375,32
584,-18.28125,-110.93125,32
585,-18.28125,-110.91875,32
586,-18.28125,-110.91458333333334,32
587,-18.28125,-110.91041666666666,32
588,-18.28125,-110.90625,32
589,-18.28125,-110.90208333333334,32
590,-18.28125,-110.89791666666667,32
591,-18.28125,-110.89375,32
592,-18.277083333333337,-111.75625,0
593,-18.277083333333337,-111.74375,0
594,-18.277083333333337,-111.73125,0
595,-18.277083333333337,-111.72708333333334,0
596,-18.277083333333337,-111.72291666666666,0
597,-18.277083333333337,-111.71875,0
598,-18.277083333333337,-111.71458333333334,0
599,-18.277083333333337,-111.71041666666667,0
600,-18.277083333333337,-111.70625,0
601,-18.277083333333337,-111.69375,96
602,-18.277083333333337,-111.68125,96
603,-18.277083333333337,-111.18125,23
604,-18.277083333333337,-111.16875,23
605,-18.277083333333337,-111.16458333333334,23
606,-18.277083333333337,-111.16041666666666,23
607,-18.277083333333337,-111.15625,23
608,-18.277083333333337,-111.15208333333334,23
609,-18.277083333333337,-111.14791666666667,23
610,-18.277083333333337,-111.14375,23
611,-18.277083333333337,-110.96041666666667,84
612,-18.277083333333337,-110.95625,84
613,-18.277083333333337,-110.94375,32
614,-18.277083333333337,-110.93125,32
615,-18.277083333333337,-110.91875,32
616,-18.277083333333337,-110.91458333333334,32
617,-18.277083333333337,-110.91041666666666,32
618,-18.277083333333337,-110.90625,32
619,-18.277083333333337,-110.90208333333334,32
620,-18.277083333333337,-110.89791666666667,32
621,-18.277083333333337,-110.89375,32
622,-18.272916666666674,-111.74375,0
623,-18.272916666666674,-111.73125,0
624,-18.272916666666674,-111.72708333333334,0
625,-18.272916666666674,-111.72291666666666,0
626,-18.272916666666674,-111.71875,0
627,-18.272916666666674,-111.71458333333334,0
628,-18.272916666666674,-111.71041666666667,0
629,-18.272916666666674,-111.70625,0
630,-18.272916666666674,-111.69375,96
631,-18.272916666666674,-111.19375,23
632,-18.272916666666674,-111.18125,23
633,-18.272916666666674,-111.16875,23
634,-18.272916666666674,-111.16458333333334,23
635,-18.272916666666674,-111.16041666666666,23
636,-18.272916666666674,-111.15625,23
637,-18.272916666666674,-111.15208333333334,23
638,-18.272916666666674,-111.14791666666667,23
639,-18.272916666666674,-111.14375,23
640,-18.272916666666674,-111.13125,23
641,-18.272916666666674,-110.96458333333334,84
642,-18.272916666666674,-110.96041666666667,84
643,-18.272916666666674,-110.95625,84
644,-18.272916666666674,-110.94375,32
645,-18.272916666666674,-110.93125,32
646,-18.272916666666674,-110.91875,32
647,-18.272916666666674,-110.91458333333334,32
648,-18.272916666666674,-110.91041666666666,32
649,-18.272916666666674,-110.90625,32
650,-18.272916666666674,-110.90208333333334,32
651,-18.272916666666674,-110.89791666666667,32
652,-18.272916666666674,-110.89375,32
653,-18.272916666666674,-110.88125,32
654,-18.26041666666667,-111.83125,18
655,-18.26041666666667,-111.81875,18
656,-18.26041666666667,-111.80625,55
657,-18.26041666666667,-111.79375,55
658,-18.26041666666667,-111.78958333333334,55
659,-18.26041666666667,-111.19375,23
660,-18.26041666666667,-111.18125,23
661,-18.26041666666667,-111.16875,23
662,-18.26041666666667,-111.16458333333334,23
663,-18.26041666666667,-111.16041666666666,23
664,-18.26041666666667,-111.15625,23
665,-18.26041666666667,-111.15208333333334,23
666,-18.26041666666667,-111.14791666666667,23
667,-18.26041666666667,-111.14375,23
668,-18.26041666666667,-111.13125,23
669,-18.26041666666667,-110.97291666666666,84
670,-18.26041666666667,-110.96875,84
671,-18.26041666666667,-110.96458333333334,84
672,-18.26041666666667,-110.96041666666667,84
673,-18.26041666666667,-110.95625,84
674,-18.26041666666667,-110.94375,84
675,-18.26041666666667,-110.93125,32
676,-18.26041666666667,-110.91875,32
677,-18.26041666666667,-110.91458333333334,32
678,-18.26041666666667,-110.91041666666666,32
679,-18.26041666666667,-110.90625,32
680,-18.26041666666667,-110.90208333333334,32
681,-18.26041666666667,-110.89791666666667,32
682,-18.26041666666667,-110.89375,32
683,-18.26041666666667,-110.88125,32
684,-18.26041666666667,-110.86875,4
685,-18.26041666666667,-110.85625,4
686,-18.26041666666667,-110.85208333333334,4
687,-18.26041666666667,-110.84791666666666,4
688,-18.26041666666667,-110.84375,4
689,-18.26041666666667,-110.83958333333334,4
690,-18.26041666666667,-110.83541666666667,4
691,-18.256249999999994,-111.83958333333334,18
692,-18.256249999999994,-111.83541666666667,18
693,-18.256249999999994,-111.83125,18
694,-18.256249999999994,-111.81875,18
695,-18.256249999999994,-111.80625,55
